Analysis group,Analysis number,Subgroup,Subgroup number,Experimental cases,Experimental N,Control cases,Control N,Weight,Mean,CI start,CI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,ID
4,1,Occupational or art therapy,3,,39,,34,100.0,-0.513488,-1.753055,0.72608,0.677886,,,6.545214,1,0.010517,84.721662,0.81191,,0.416843,subgroup:458817712627756414
4,1,Supplements,4,,8,,8,100.0,-1.413626,-2.54439,-0.282861,0.0,,,0.0,0,1.0,0.0,2.450249,,0.014276,subgroup:458817738500058580
4,1,Health education,5,,109,,109,100.0,-1.159798,-1.990475,-0.329121,0.613312,,,22.478427,3,5.2E-5,86.65387,2.736517,,0.006209,subgroup:458930736022152892
4,2,Health education,1,,84,,86,100.0,-1.220588,-2.629608,0.188431,1.439189,,,29.912661,2,0.0,93.313868,1.697854,,0.089535,subgroup:459178832574075610
4,3,Occupational or art therapy,1,35,42,32,39,5.190539,0.989548,0.817159,1.198303,0.0,,,0.773131,1,0.37925,0.0,0.10759,,0.914321,subgroup:458817915311205941
4,3,Health education,2,109,113,108,111,94.809461,1.006287,0.962212,1.05238,0.0,,,1.61694,3,0.655555,0.0,0.274254,,0.783889,subgroup:458930793181603537
5,1,Aerobic exercise,1,,1013,,924,100.0,-0.639399,-0.797548,-0.481251,0.176746,,,122.722046,47,0.0,61.702073,7.924188,,0.0,subgroup:396519787367559258
5,1,Mixed exercise,2,,73,,66,100.0,-0.917345,-1.662897,-0.171793,0.599167,,,18.511354,5,0.002369,72.989549,2.411587,,0.015883,subgroup:396519787413172343
5,1,Resistance exercise,3,,51,,61,100.0,-0.80309,-1.196686,-0.409494,0.0,,,1.471326,2,0.479188,0.0,3.999091,,6.4E-5,subgroup:396519787419463803
5,2,Very light,1,,17,,9,100.0,-0.312313,-1.12551,0.500884,0.0,,,0.0,0,1.0,0.0,0.752735,,0.451609,subgroup:421243081053670650
5,2,Light,2,,197,,160,100.0,-0.657648,-0.936558,-0.378739,0.050184,,,10.326203,7,0.170829,32.211286,4.621457,,4.0E-6,subgroup:421243081053670651
5,2,Moderate,3,,528,,492,100.0,-0.705991,-0.919053,-0.492929,0.199199,,,72.706604,30,2.1E-5,58.738273,6.494427,,0.0,subgroup:421243081053670659
5,2,Vigorous,4,,441,,378,100.0,-0.567051,-0.823593,-0.310509,0.193294,,,51.800496,18,4.0E-5,65.251298,4.332236,,1.5E-5,subgroup:421243081053670687
5,2,Near maximum to maximum,5,0,0,0,0,,,,,,,,,,,,,,,subgroup:421243081057602869
5,3,0 - 12 sessions,1,,193,,180,100.0,-0.521348,-1.087006,0.044311,0.648634,,,54.633081,9,0.0,83.526464,1.80643,,0.070851,subgroup:396519787502301357
5,3,13 - 24 sessions,2,,385,,356,100.0,-0.759753,-0.963644,-0.555862,0.078841,,,31.225718,19,0.038128,39.152721,7.303357,,0.0,subgroup:396519787513049267
5,3,25 - 36 sessions,3,,189,,174,100.0,-0.721197,-1.144636,-0.297758,0.351951,,,35.101827,10,1.2E-4,71.511454,3.338189,,8.43E-4,subgroup:396519787530350781
5,3,37+ sessions,4,,300,,259,100.0,-0.475027,-0.681925,-0.268128,0.031983,,,14.698041,11,0.196742,25.160092,4.499955,,7.0E-6,subgroup:396519787548700870
5,3,unclear,5,,70,,82,100.0,-0.77273,-1.108094,-0.437366,0.0,,,0.690408,3,0.875458,0.0,4.516059,,6.0E-6,subgroup:396519787566526673
5,4,Clinical diagnosis of depression,1,,760,,689,100.0,-0.625117,-0.81044,-0.439795,0.177989,,,90.413297,34,1.0E-6,62.394912,6.611225,,0.0,subgroup:396519787576750295
5,4,Depression categorised according to cut points on a scale,2,,313,,303,100.0,-0.730126,-0.972993,-0.487258,0.124249,,,32.925134,17,0.01152,48.367713,5.892188,,0.0,subgroup:396519787628130543
5,4,Unclear,3,,64,,59,100.0,-0.878676,-1.876977,0.119624,0.85692,,,19.04322,3,2.68E-4,84.246361,1.725105,,0.084508,subgroup:396519787649102075
5,5,Placebo,1,,94,,78,5.647385,-0.205083,-0.810832,0.400666,0.182577,,,5.95791,2,0.050846,66.43118,0.663568,,0.506967,subgroup:396519787655655679
5,5,"No treatment, waiting list, usual care, self monitoring",2,,458,,439,42.039952,-0.846669,-1.055721,-0.637617,0.145999,,,53.281506,26,0.001249,51.202581,7.937947,,0.0,subgroup:396519787661160706
5,5,Exercise plus treatment vs treatment,3,,413,,399,32.954532,-0.566066,-0.83478,-0.297353,0.225698,,,56.992153,18,6.0E-6,68.416705,4.128817,,3.6E-5,subgroup:396519787690520852
5,5,"Stretching, meditation or relaxation",4,,203,,182,17.716451,-0.475191,-0.79901,-0.151371,0.149756,,,21.662195,10,0.016921,53.836627,2.87616,,0.004025,subgroup:396519787701793051
5,5,Social/casual conversation,5,,17,,12,1.641681,-0.481627,-1.232539,0.269285,0.0,,,0.0,0,1.0,0.0,1.257101,,0.208717,subgroup:396519787713065250
