Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Fisch 2007,2007,PUB,3204646,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: USA</li>
</ul>","<ul>
 <li>Number of participants randomised: 20</li>
 <li>Age: BS 31.2 and CS: 31.3</li>
 <li>Number of previous treatments: BS 0 and CS 0</li>
 <li>Infertility duration: BS 23.9 months and CS 27.7 months</li>
 <li>Prognosis: good prognosis</li>
 <li>Inclusion criteria: women under 41 years of age, with ≤ 2 prior fresh cycles with at least one embryo on day 3 with graduated embryo score ≥ 70 and soluble human leukocyte antigen-G (sHLA-G): 0.148–0.210</li>
 <li>Exclusion criteria: not described</li>
</ul>","<ul>
 <li>BS group: N = 12</li>
 <li>CS group (day 3): N = 8</li>
 <li>Description of the cycles: not stated</li>
</ul>",<p>Clinical pregnancy rate</p>,"<p>Conflicts: not stated</p><p>Funding source stated: none</p><p>Authors were contacted for updated information; a reply was received but no updated data were added</p><p>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Frattarelli 2003,,PUB,3204648,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Hawaii</li>
</ul>","<ul>
 <li>Number of participants randomised: 57</li>
 <li>Age: BS 30.2 ± 3.2 and CS 31.0 ± 2.8</li>
 <li>Number of previous treatments: BS 0 and CS 0</li>
 <li>Infertility duration: not stated</li>
 <li>Prognosis: good prognosis</li>
 <li>Inclusion criteria: women under 35 years of age, no previous cycles, a day 3 FSH &lt; 12 mIU/ml, ten or more follicles of 14mm or more on the day of hCG administration, and six or more high-grade embryos on day 3</li>
 <li>Exclusion criteria: not described</li>
</ul>","<ul>
 <li>BS group: N = 26</li>
 <li>CS group (day 3): N = 23</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>In both groups they used the same media: sequential culture media.</li>
  <li>More information about the cycle is not available.</li>
 </ul>
</ul>","<p>Live birth rate per fresh embryo transfer</p>
<p>Clinical pregnancy rate</p>
<p>Multiple pregnancy rate</p>
<p>Miscarriage rate</p>
<p>Failure rate to transfer embryos</p>","<p>Prognosis: good<br>6 or more high-grade embryos D3, 1st cycle, young, high numbers of oocytes<br>No dropouts due to lack of blasts<br>High blast implantation rate</p><p>A letter was sent to the study authors, and a reply was received clarifying the randomisation process.</p><p>Conflicts not stated<br>Supported by the Department of Clinical Investigation at Walter Reed Army Medical Center, Washington DC<br>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Gaafar 2015,2015,PUB,3204650,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Egypt</li>
</ul>","<ul>
 <li>Number of participants randomised: 326</li>
 <li>Age: not stated</li>
 <li>Number of previous treatments: not stated</li>
 <li>Infertility duration: not stated</li>
 <li>Prognosis: unselected</li>
 <li>Inclusion criteria: couples suffering from male infertility, with indication for ICSI</li>
 <li>Exclusion criteria: not described</li>
</ul>","<ul>
 <li>BS group: N = 126</li>
 <li>CS group (day 2): N = 126</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>Long agonist protocol was used followed by ICSI procedure. More information about the cycle is not available.</li>
 </ul>
</ul>","<p>Clinical pregnancy rate</p>
<p>Miscarriage rate</p>","<p>Conflicts not stated<br>Funded by hospital/clinic(s) – Alexandria ICSI – IVF center, Egypt; Misrata National Center for Infertility, Libya<br>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Gardner 1998a,1998,PUB,20577105,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: USA</li>
</ul>","<ul>
 <li>Number of participants randomised: 92</li>
 <li>Age: BS 33.6 and CS 34.5</li>
 <li>Number of previous treatments: BS 0.61 and CS 0.21</li>
 <li>Infertility duration: not stated</li>
 <li>Prognosis: good prognosis patients</li>
 <li>Inclusion criteria: the female age must be under 45 years of age, FSH &lt; 15 mIU/ml, presence of normal uterine cavity, adequate semen for IVF or ICSI. In addition, at least 10 follicles 12 or more mm in diameter were required on day of hCG trigger</li>
 <li>Exclusion criteria: any contraindications for pregnancy</li>
</ul>","<ul>
 <li>BS group: N = 45</li>
 <li>CS group (day 3): N = 47</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>Ovarian hyperstimulation was initiated with leuprolide acetate.</li>
  <li>Embryos were cultured until day 3 in Ham's F10+ (Flow Laboratories,McLean, VA,USA) fetal cord serum (FCS), until D5 in Vitrolife G1 /G2</li>
  <li>All embryo transfers were performed using a Wallace catheter (Edwards-Wallance catheter; Marlow Technologies)</li>
  <li>To support luteal phase, all participants received steroids and tetracycline for 4 days post-OPU and progesterone suppository, 50 mg IM in oil.</li>
 </ul>
</ul>","<p>Clinical pregnancy rate</p>
<p>Embryo freezing rate</p>
<p>Implantation rate</p>","<p>Prognosis: good &lt; 1 previous cycle and &gt; 10 follicles<br>Different media used for each arm of study<br>Excluded participants not mentioned<br>'Number of ET' policy change partway through Unblinded interim analysis: initially participants received three blastocysts.</p><p>Conflicts not stated</p><p>Supported by the Colorado Center for Reproductive Medicine</p><p>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Hatirnaz 2017,2017,PUB,16278283,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Turkey</li>
</ul>","<ul>
 <li>Number of participants randomised: 201</li>
 <li>Age: BS 30.4 and CS 29.4</li>
 <li>Number of previous treatments: not stated</li>
 <li>Infertility duration: BS 8.1 and CS 7.8 years</li>
 <li>Prognosis: unselected participants</li>
 <li>Inclusion criteria: the retrieval of at least four fertilized oocytes was set up as a criterion for eligibility to keep the risk for treatment discontinuation and cycle cancellation at a minimum.</li>
 <li>Exclusion criteria: high risk for ovarian hyperstimulation.</li>
</ul>","<ul>
 <li>BS group: N = 95</li>
 <li>CS group (day 3): N = 95</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>Long protocol (down-regulation with GnRH agonist and stimulation with rFSH)</li>
  <li>Embryos for day 3 were cultured in the standard culture medium, blastocysts for day 5 were moved into G1.2 and G2.2 media (Scandinavian IVF Sciences, Gothenburg, Sweden) on day 1 and day 3, respectively.</li>
  <li>The luteal phase was supported by 50 mg intramuscular progesterone in oil once daily (Progestan®, Koçak Farma, İstanbul, Turkey) and estradiol, two 100 µg transdermal patches (Estraderm TTS®, Novartis Pharma AG, Basel, Sweden) with daily replacements.</li>
 </ul>
</ul>","<p>Live birth rate</p>
<p>Clinical pregancy rate</p>
<p>Miscarriage rate</p>
<p>Multiple rate</p>
<p>Implantation rate</p>","<p>Conflict of Interest: No conflict of interest was declared by the authors.<br>Financial Disclosure: The authors declared that this study received no financial support.<br>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Hreinsson 2004,2004,PUB,3204654,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Sweden</li>
</ul>","<ul>
 <li>Number of participants randomised: 144</li>
 <li>Age: BS 32.1 and CS 33.1</li>
 <li>Number of previous treatments: not stated</li>
 <li>Infertility duration: not stated</li>
 <li>Prognosis: good; excluded poor responders</li>
 <li>Inclusion criteria: women undergoing IVF or ICSI treatment cycles, who had at least six follicles as observed at the final ultrasound scan before hCG administration were allocated to the study, after they had given informed consent.</li>
 <li>Exclusion criteria: not described</li>
</ul>","<ul><li>BS group: N = 64</li><li>CS group (day 3): N = 80</li><li>Description of the cycles:<ul><li>Long protocol (down-regulation with GnRH agonist and stimulation with rFSH) or short protocol with Cetrorelix</li><li>Injected oocytes were collected into IVF-medium (Vitrolife, Gothenburg, Sweden).</li><li>The embryos were cultured from day 1 to day 3 in IVF-medium and from D3 to D5-6 in CCM-medium (Vitrolife). In the first 50 cases, sequential media was used( G1/G2 Vitrolife).</li></ul></li></ul>",<p>Clinical pregnancy rate</p>,"<p>Prognosis: good; excluded poor responders<br>Mixture of media types and ET policy change over course of study<br>Outcome no advantage of blast culture<br>A letter was sent to the study authors, and a reply was received clarifying the randomisation process.</p><p>Conflicts and source of funding not stated<br>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Karaki 2002,2002,PUB,3204656,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Jordan</li>
</ul>","<ul>
 <li>Number of participants randomised: 162</li>
 <li>Age: BS 30.0 and CS 29.0</li>
 <li>Number of previous treatments: BS 0.9 and CS 1.1</li>
 <li>Infertility duration: BS 6.8 and CS 6.7 years</li>
 <li>Prognosis: unselected participants</li>
 <li>Inclusion criteria: all patients needed at least five two-pronuclei embryos.</li>
 <li>Exclusion criteria: not described</li>
</ul>","<ul>
 <li>BS group: N = 80</li>
 <li>CS group (day 3): N = 82</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>Ovarian stimulation with GnRH agonist administrated in either long (down-regulation) or short(flare) protocol in addition to HP-FSH or recFSH.</li>
  <li>Embryos in the day 3 group were cultured in IVF medium (Medi-Cult, Jyllinge, Denmark). Embryos for the blastocyst group were transferred to G1.2 and G2.2 media(Scandinavian IVF Sciences, Gothenburg, Sweden).</li>
  <li>All embryo transfers were performed using the Edward-Wallace catheter.</li>
  <li>To support luteal phase, all participants received progesterone suppository.</li>
 </ul>
</ul>","<p>Clinical pregnancy rate</p>
<p>Multiple rate</p>
<p>Miscarriage rate</p>
<p>Failure rate to transfer embryos</p>
<p>Implantation rate</p>","<p>Prognosis: moderate, young women, moderately high oocyte numbers. Large difference in embryo ET# between groups<br>A letter was sent to the study authors, and a reply was received clarifying the randomisation process.</p><p>Conflicts not stated<br>Supported by Al-Amal Maternity Hospital, Amman, Jordan.<br>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Kaser 2017,2017,PUB,16278285,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: USA</li>
</ul>","<ul>
 <li>Number of participants randomised: 163</li>
 <li>Age: BS 34.4 and CS 34.6 years</li>
 <li>Number of previous treatments: not stated</li>
 <li>Infertility duration: not stated</li>
 <li>Prognosis: good prognosis</li>
 <li>Inclusion criteria: all participants aged 18 to 40 years with a planned fresh single embryo transfer</li>
 <li>Exclusion criteria: more than three prior retrievals without an intervening clinical pregnancy; use of donor oocytes, a gestational carrier, PGD, or in-vitro maturation; and presence of uninterrupted hydrosalpinx or intrauterine adhesions. Participants were excluded if all embryos were frozen due to ovarian hyperstimulation, or if they had fewer than four zygotes.</li>
</ul>","<ul>
 <li>BS group: N = 107</li>
 <li>CS group (day 3): N = 56</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>Three groups. D3 + time-laps system/ D5 + time laps system/ D5 conventional.</li>
  <li>After fertilisation check, zygotes were placed in a 12 well Eeva dish(Global total with HSA, LifeGlobal, CT, USA) within a time-lapse system.</li>
 </ul>
</ul>","<p>Clinical pregnancy rate</p>
<p>Cumulative pregnancy rate was not evaluated as the randomization was broken after the first transfer, and all embryos were cryopreserved at the blastocyst stage.</p>","<p>This study was funded by Progyny, Inc, which participated in the initial study design and approved the final embryo selection algorithms. All data handling, statistical analyses, and interpretation was performed independent of Progyny. The sponsor solely provided comments on the manuscript, and did not have editorial control in the manuscript preparation or submission. The trial was terminated prematurely in February 2016 by the sponsor due to a change in funding priorities.</p><p>Enrolment opened in August 2014 and closed in February 2016.</p><p>Clinicaltrials.gov NCT02218255</p><p>Conflicts not stated</p><p>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Kaur 2014,2014,PUB,3204658,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: India</li>
</ul>","<ul>
 <li>Number of participants randomised: 300</li>
 <li>Age: BS 32.0 and CS: 34.4</li>
 <li>Number of previous treatments: not stated</li>
 <li>Infertility duration: BS 7.7 and CS 8.9 years</li>
 <li>Prognosis: good prognosis group</li>
 <li>Inclusion criteria: participants aged 25-40 years with 2-20 years of infertility; having minimum five oocytes at oocyte pick up and endometrial thickness of 7 mm and more indicating good ovarian response; having normal uterine cavity and basal FSH &lt; 10 mIU/mL; availability of minimum three good quality embryos</li>
 <li>Exclusion criteria: not described</li>
</ul>","<ul>
 <li>BS group: N = 150</li>
 <li>CS group (day 3): N = 150</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>Long protocol (down-regulation with GnRH agonist and stimulation with rFSH)</li>
  <li>Retrieved oocytes were incubated in IVF-30 media. The fertilised oocytes were transferred into cleavage medium. In the blastocyst group extended culture till day 5 in G2 plus media.</li>
  <li>All transfers were performed using Edward–Wallace catheter.</li>
  <li>Luteal support was given in the form of micronised vaginal progesterone in dose of 200 mg twice a day. Injection HCG 2000 IU was given IM on days 5th, 8th, and 11th after retrieval</li>
 </ul>
</ul>","<p>Clinical pregnancy</p>
<p>Multiple pregnancy</p>
<p>Miscarriage rate</p>
<p>Implantation rate</p>","<p>No conflicts and no source of funding declared&nbsp;</p><p>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Kolibianakis 2004,2004,PUB,3204661,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Belgium</li>
</ul>","<ul>
 <li>Number of participants randomised: 460</li>
 <li>Age: BS 31.5 and CS 31.1 years</li>
 <li>Number of previous treatments: BS 0.8 and CS 0.7</li>
 <li>Infertility duration: not stated</li>
 <li>Prognosis: unselected participants</li>
 <li>Inclusion criteria: women under 43 years of age and an indication for IVF</li>
 <li>Exclusion criteria: preimplantation genetic screening and azoospermia.</li>
</ul>","<ul>
 <li>BS group: N = 226</li>
 <li>CS group (day 3): N = 234</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>Two ovarian stimulation protocols were used in the present study. Initially, the long protocol (down-regulation with GnRH agonist and stimulation with rFSH). A combination of GnRH antagonist and recombinant gonadotropins was introduced in turn, and gradually replaced the long agonist protocol.</li>
  <li>Embryos were cultured in sequential media G1/G2 (Vitrolife, Goethenburg,Sweden).</li>
  <li>To support luteal phase, all participants received progesterone suppository.</li>
 </ul>
</ul>","<p>Clinical pregnancy rate</p>
<p>Miscarriage rate</p>
<p>Embryo freezing rate</p>
<p>Failure to transfer embryos</p>
<p></p>","<p>Prognosis: mixed unselected</p><p>Conflicts not stated<br>This work was supported by grants from the Fund for Scientific Research, Flanders.<br>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Levi-Setti 2018,2018,PUB,16278288,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Italy</li>
</ul>","<ul>
 <li>Number of participants randomised: 388</li>
 <li>Age: BS 33.5 and CS 33.4 years</li>
 <li>Number of previous treatments: BS 2.05 and CS 2.06</li>
 <li>Infertility duration: BS 3.96 and CS 4.42 years</li>
 <li>Prognosis: good prognosis</li>
 <li>Inclusion criteria: couples with a diagnosis of primary or secondary infertility with a clinical indication for IVF/intracytoplasmic sperm injection (ICSI), and under 39 years of age were enrolled, if they had more than three fertilised oocytes (zygotes) the day after insemination/injection.</li>
 <li>Exclusion criteria: couples with three or more failed previous IVF/ICSI cycles. Couples involved in other clinical or embryological trials or at high risk for ovarian hyperstimulation syndrome (OHSS) were also excluded.</li>
</ul>","<ul><li>BS group: N = 194</li><li>CS group (day 3): N = 194</li><li>Description of the cycles:<ul><li>All enrolled patients underwent a stimulation treatment for IVF/ICSI.</li><li>For patients in the cleavage stage group, two embryos were transferred, while for the ones in the blastocyst group, two blastocysts were transferred, when available.</li><li>Embryo transfer was performed under ultrasound guidance using a soft catheter by a professional with at least 6 months of training</li></ul></li></ul>","<p>Live birth rate</p>
<p>Clinical pregnancy rate</p>
<p>Multiple pregnancy rate</p>
<p>Miscarriage rate</p>
<p>Implantation rate</p>","<p>Conflict of interest: the authors declare that they have no conflict of interest.</p><p>Source of funding not stated</p><p>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Levitas 2004,2004,PUB,3204663,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Israel</li>
</ul>","<ul>
 <li>Number of participants randomised: 54</li>
 <li>Age: BS 29.1 years and CS:31.2 years</li>
 <li>Number of previous treatments: BS 4.9 and CS 4.3</li>
 <li>Infertility duration: BS 7.1 and CS 7.0 years</li>
 <li>Prognosis: Poor prognosis, multiple IVF failures</li>
 <li>Inclusion criteria: females aged younger than 37 years who were being treated mainly for tubal or male infertility, who had evidence of a normal uterine cavity, and who had no contraindication to pregnancy.</li>
 <li>Exclusion criteria: women with poor response on previous IVF cycles (peak estradiol level below 500 pg/mL or retrieval of fewer than three oocytes). Also patients with embryo transfer from donor oocytes or frozen-thawed embryos</li>
</ul>","<ul><li data-list-item-id=""ef53f0261006364b07022cb71b20abbe5"">BS group: N = 23</li><li data-list-item-id=""eaa519f78676572fe98653eaab527c1f4"">CS group (day 2 or 3): N = 31</li><li data-list-item-id=""e86398756e3c180442a8b830660e9c818"">Description of the cycles:<ul><li data-list-item-id=""e7571ffdb55013105287db2a694f5241f"">Long protocol (down-regulation with GnRH agonist and stimulation with rFSH)</li><li data-list-item-id=""ec7fdb25de79db99a8ad19c363c6a9c29"">In blastocyst group, embryos cultured according to the sequential media system: the first 72 hours of culture in G1.2 medium (IVF Science, Scandinavia) followed by G2.2 medium (Scandinavia IVF Science, Gothenburg, Sweden) to day 5–7.</li><li data-list-item-id=""e19879516ad33ff57af4bcdfd6e32f089"">To support luteal phase, all participants received five injections of hCG: 1,250 U every other day starting 48 hours after oocyte retrieval or daily IM administration.</li></ul></li></ul>","<p>Live birth rate</p>
<p>Clinical pregnancy rate</p>
<p>Multiple pregnancy rate</p>
<p>Miscarriage rate</p>
<p>Failure rate to transfer embryos</p>
<p>Implantation rate</p>","<p>Note: young women with large numbers of failed cycles<br>Uneven number in each group<br>Similar figures to the 2001 abstract<br>A letter was sent to the study authors, and a reply was received clarifying the randomisation process.</p><p>Conflicts and funding source not stated</p><p>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Levron 2002,2002,PUB,3204668,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Israel</li>
</ul>","<ul>
 <li>Number of participants randomised: 90</li>
 <li>Age: BS 30.9 years and CS 31.5</li>
 <li>Number of previous treatments: not stated</li>
 <li>Infertility duration: not stated</li>
 <li>Prognosis: good prognosis</li>
 <li>Inclusion criteria: maternal age less than 38 years, fewer than five previous IVF attempts, and presence of more than five zygotes on day 1</li>
 <li>Exclusion criteria: not described</li>
</ul>","<ul>
 <li>BS group: N = 46</li>
 <li>CS group (day 3): N = 44</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>Gamete and embryo handling procedures were done by using a commercial sequential IVF medium (Cook, Eight-Miles Plains, Queensland, Australia).</li>
 </ul>
</ul>","<p>Live birth rate</p>
<p>Clinical pregnancy rate</p>
<p>Multiple pregnancy rate</p>
<p>Embryo freezing rate</p>
<p>Failure to transfer emvryos</p>
<p>Implantation rate</p>","<p>Prognosis: moderate<br>Young women<br>Moderately high numbers of oocytes<br>Clarification letter sent, response received<br>Same ET policy</p><p>A letter was sent to the study authors, and a reply was received clarifying the randomisation process.<br>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Livingstone 2002,2002,PUB,3204670,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Australia</li>
</ul>","<ul>
 <li>Number of participants randomised: 59</li>
 <li>Age: BS 30 and CS 29</li>
 <li>Number of previous treatments: not stated</li>
 <li>Infertility duration: BS 4.1 and CS 3.8 years</li>
 <li>Prognosis: good prognosis</li>
 <li>Inclusion criteria: participants under 38 years of age, 3 or fewer previous cycles</li>
 <li>Exclusion criteria: not described</li>
</ul>","<ul>
 <li>BS group: N = 30</li>
 <li>CS group (day 3): N = 29</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>Long protocol (down-regulation with GnRH agonist and stimulation with rFSH)</li>
  <li>All embryos were placed in media( Sydney IVF sequential)</li>
  <li>Fertilised oocytes were transferred to culture dish with cleavage medium (Sydney IVF cleavage medium, Cook Medical)</li>
  <li>To support luteal phase, all participants received progesterone suppository.</li>
 </ul>
</ul>","<p>Live birth rate</p>
<p>Clinical pregnancy rate</p>
<p>Multiple pregnancy rate</p>
<p>Miscarriage rate</p>","<p>Prognosis: good prognosis<br>Data from thesis 2002 and not abstract 2001<br>Low fertilisation rate<br>Aim to reduce twinning</p><p>Conflicts and funding source not stated</p><p>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Ma 2024,2024/9/5,PUB,27895939,"<p>Study type: multicenter, open-label, non-inferiority, randomized clinical trial conducted at 11 academic clinical centers.</p><p>• Randomization: on day 2-3</p><p>• Country: China</p>","<p>• Number of participants randomised: 992<br>• Age: Range 20-40 y/o. BS 29.6 and CS 29.9<br>• Number of previous treatments: first (&gt;90%) or second treatment cycle<br>• Infertility duration: BS 40 and CS 41 (months)<br>• Prognosis: good prognosis<br>• Inclusion criteria: aged 20 to 40 years, undergoing their first or second IVF or intracytoplasmic sperm injection (ICSI) cycle, and with the number of transferrable cleavage embryos ≥3.<br>• Exclusion criteria: women diagnosed with uterine abnormalities (confirmed by three-dimensional ultrasonography or hysteroscopy, including uterus unicornis, septate or duplex uterus, submucous myoma, or intrauterine adhesions); women planned for in vitro maturation, or preimplantation genetic testing (PGT); women with hydrosalpinx visible on ultrasound; women who had experienced recurrent pregnancy loss, defined as 2 or more previous pregnancy losses; women who planned “freeze-all” treatment for purpose of subsequent surgery, such as salpingectomy due to hydrosalpinx after oocytes retrieval. We also excluded women with contraindications to assisted reproductive technology and/or pregnancy, such as uncontrolled hypertension, symptomatic heart disease, uncontrolled diabetes, undiagnosed liver disease or dysfunction (based on serum liver enzyme test results), undiagnosed renal disease or abnormal renal function, severe anemia, history of deep venous thrombosis, pulmonary embolus or cerebrovascular accident, history of or suspicious for cancer, undiagnosed vaginal bleeding. Sex was self-reported and confirmed by transvaginal ultrasound with female reproductive organs, and mostly karyotype result of 46, XX.</p>","<p>• Blastocyst stage (all in day 5, except 12 women): N = 497 • Cleavage stage (all in day 3, except 7 women): N = 495<br>• Description of the cycles:<br>◦ Ovarian stimulation protocol: Controlled ovarian stimulation was performed with Gonadotropin- releasing hormone (GnRH) agonist protocols or GnRH antagonist protocol according to local investigator’s preference. The long GnRH agonist protocol included the use of a short-acting GnRH agonist starting at the luteal phase or a long-acting GnRH agonist on days 1–2 of the menstrual cycle or during the luteal phase. When pituitary down-regulation was achieved, recombinant follicular stimulating hormone was initiated with a dose of 75 to 225 IU per day<br>◦ Culture media: sequential media</p><p>◦ Cryopreservation: vitrification</p>",<p>• Cumulative live birth rate</p><p>• Cumulative ongoing pregnancy rate</p><p>• Cumulative clinical pregnancy rate</p><p>• Cumulative biochemical pregnancy rate</p><p>• Cumulative pregnancy loss rate</p><p>• Live birth rate after fresh transfer</p><p>• Ongoing pregnancy rate after fresh transfer</p><p>• Clinical pregnancy rate after fresh transfer</p><p>• Biochemical pregnancy rate after fresh transfer</p><p>• Pregnancy loss rate after fresh transfer</p><p>• number of frozen embryos</p><p>• embryo utilization rate</p><p>•time to conception leading to live birth</p><p>• obstetric-perinatal outcomes</p>,"<p>The cumulative live birth rate was evaluated for a maximum of the first three embryo transfers resulting from one oocyte retrieval cycle, as long as these transfers happened in the first year after randomization<br>This work was supported by the Key Program of National Natural Science Foundation of China, Shandong Provincial Key Research and Development Program, the National Key Research and Development Program of China, Innovative research team of high-level local universities in Shanghai, and Jiangsu Provincial Science and Technology Department Social Development Project. The funders had no role in the design and conduct of the study; collection, management, analysis, and interpretation of the data; preparation, review, or approval of the manuscript; and decision to submit the manuscript for publication.</p><p>B.M. reported that he received Investigator grant support from the National Health and Medical Research Council (NHMRC) (GNT1176437) and consultancy, travel support and research funding from Merck. The remaining authors report no competing interests.</p><p>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Mahmoudinia 2024,2024/7/13,PUB,27895941,<p>Study type: randomised controlled trial in parallel groups</p><p>• Randomization: on day 1</p><p>• Country: Iran</p>,"<p>• Number of participants randomised: 240<br>• Age: Range 20-40 y/o. BS 30.7 and CS 32.1<br>• Infertility duration: BS 5.3 and CS 5.6 (years)<br>• Prognosis: good prognosis<br>• Inclusion criteria: aged 20 to 40 years, 20-40 years of age with normal response to ovarian stimulation, inormal uterine cavity, presence of at least five embryos and sufficient endometrial thickness on day 12 of their cycle.<br>• Exclusion criteria: lack of good quality embryos, presence of endocrine disorders (hypothyroidism, diabetes), poor responders with ≤3 oocytes in the previous cycle), excessive response to ovarian stimulation (&gt;20 oocytes in the previous cycle), only frozen embryos, or history of uterine surgery, recurrent abortion, or diagnosis of severe male factor.</p>","<p>• Blastocyst stage: N = 120 • Cleavage stage (day 3): N = 120<br>• Description of the cycles:<br>◦ Ovarian stimulation protocol: three protocols for ICSI after taking into consideration the age and diagnosis of the subjects: long-acting gonadotropin-<br>releasing hormone (GnRH) group received a daily subcutaneous dosage of 0. 1 mg GnRH analogue (Buserelin acetate, Germany) that began from the mid-luteal phase, In the short method, participants received Suprefact (Buserelin acetate, Germany) at a dosage of 50 mcg subcutaneously twice daily, commencing on the second day of the menstrual cycle, In the antagonist protocol, rFSH was administered on the second day of the menstrual cycle.<br>◦ Culture media: sequential media</p>",<p>Live birth rate after fresh transfer</p><p>• Clinical pregnancy rate after fresh transfer</p><p>• Pregnancy loss rate after fresh transfer</p><p>• Multiple pregnancy after fresh transfer</p>,"<p>No potential conflict of interest was reported by the authors.<br>Mashhad University of Medical Sciences provided funding for this research.&nbsp;<br>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Motta 1998,1998,PUB,3204672,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Brazil</li>
</ul>","<ul>
 <li>Number of participants randomised 83, in 116 cycles</li>
 <li>Age: not stated</li>
 <li>Number of previous treatments: not stated</li>
 <li>Infertility duration: not stated</li>
 <li>Prognosis: unselected participants</li>
 <li>Inclusion criteria: unselected</li>
 <li>Exclusion criteria: not described</li>
</ul>","<ul>
 <li>BS group: N = 58</li>
 <li>CS group (day 2): N = 58</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>Long protocol (down-regulation with GnRH agonist and stimulation with rFSH)</li>
  <li>The media used was sequential media P1 or Irvines Blast.</li>
 </ul>
</ul>","<p>Clinical pregnancy rate</p>
<p>Multiple pregnancy rate</p>
<p>Embryo freezing rate</p>
<p>Failure to transfer</p>","<p>Prognosis: moderate to good.&nbsp;<br>No letter sent</p><p>Conflicts and funding source not stated<br>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
Pantos 2004,2004,PUB,3204674,"<ul>
 <li>Study type: randomised controlled trial in parallel groups</li>
 <li>Country: Greece</li>
</ul>","<ul>
 <li>Number of participants randomised: 243</li>
 <li>Age: BS 33.1 and CS D2 32.4; D3 31.3</li>
 <li>Number of previous treatments: not stated</li>
 <li>Infertility duration: not stated</li>
 <li>Prognosis: unselected participants</li>
 <li>Inclusion criteria: primary infertility, fewer than 4 previous unsuccessful ART attempts. Female age under 41 years of age.</li>
 <li>Exclusion criteria: not described</li>
</ul>","<ul>
 <li>BS group: N = 81</li>
 <li>CS group (day 3) N = 81 D2; N = 81 D3</li>
 <li>Description of the cycles:</li>
 <ul>
  <li>Ovarian stimulation with long or short protocol, using GnRH agonist and rFSH.</li>
  <li>All oocytes and embryos were cultured in sequential media from Vitrolife (IVF-20, G1.2, and G2.2; Scandinavian IVF Science AB, Goteborg, Sweden).</li>
 </ul>
</ul>","<p>Clinical pregnancy rate</p>
<p>Embryo freezing rate</p>","<p>Conflicts and funding source not stated</p><p>Retraction Watch check: no retractions, corrections or expressions of concern found</p>"
