Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
4,12,Adverse events: Mild/Moderate adverse events,,,SUBGROUP_AND_OVERALL,PRONTO-T1DM,2020,,,,,163,451,,,147,442,,,51.27957344199711,1.0867158393290797,0.9074724276210843,1.3013633026234634,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT was performed using the efficacy estimand on all randomised patients and compared with the analysis using completers.</p>,Some concerns,<p>Moderate missing data in both arms (URLi 7.3%(33/451) and lispro 7.7%(34/442)). LOCF used for analysis.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
4,13,Adverse events: Severe/Serious adverse events,,,SUBGROUP_AND_OVERALL,Ma 2024,2024,,,,,7,176,,,5,178,,,8.033960048618159,1.415909090909091,0.4580415423273708,4.37689241795047,"Measured at 26 weeks' follow-up, final values",Low risk,<p>Computer generated sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded trial. ITT and Per Protocol analysis used randomized population and completers.</p>,Some concerns,<p>Moderate missing data in both arms (ultra-rapid lispro 9.1%(16/176) and lispro 7.3%(13/178)) and non-completers (ultra-rapid lispro 8.5%(15/176) and lispro 5.6%(10/178)). LOCF used for analysis.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>The outcome was measured at multiple time points and analysed in multiple ways.&nbsp;</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
4,13,Adverse events: Severe/Serious adverse events,,,SUBGROUP_AND_OVERALL,PRONTO-T1DM,2020,,,,,54,451,,,67,442,,,91.96603995138183,0.7898864877386902,0.5658481512375458,1.1026291455536434,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT was performed using the efficacy estimand on all randomised patients and compared with the analysis using completers.</p>,Some concerns,<p>Moderate missing data in both arms (URLi 7.3%(33/451) and lispro 7.7%(34/442)). LOCF used for analysis.</p>,Low risk,<p>Double-blinded design.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,1,Glycaemic control: HbA1c %,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,7.48,0.8,,336,7.56,0.84,,340,,,49.12450572209808,-0.07999999999999918,-0.20364959083692713,0.04364959083692875,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,1,Glycaemic control: HbA1c %,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,7.33,0.79,,338,7.31,0.81,,335,,,50.875494277901936,0.020000000000000462,-0.10089907473126859,0.1408990747312695,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,"<p>The trial used a partly-blinded design, but the two arms included were double-blinded. Full analysis set and safety analysis set were used for analysis.</p>",Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Partly-blinded design but unlikely influenced.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double blinded and had low attritions.</p>
5,2,Glycaemic control: Fasting blood glucose,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,8.51,3.16,,337,8.32,3.08,,343,,,50.32611191431173,0.1899999999999995,-0.27911566371987623,0.6591156637198752,"Measured at 52 weeks' follow-up, final values, mmol/L",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and arspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value. Study protocol was unavailable.</p>
5,2,Glycaemic control: Fasting blood glucose,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,0.18,2.94,,336,0.59,3.33,,327,,,49.673888085688276,-0.41,-0.8886327124984839,0.06863271249848396,"Measured at 26 weeks' follow-up, change from baseline, faster aspart arm with mealtime injections, mmol/L",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,3,Hypoglycaemia: Mild/Moderate (non-severe) hypoglycaemia,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,377,386,,,378,380,,,58.5187087955414,0.9818515777065,0.9652425882640847,0.9987463590665661,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.&nbsp;</p>
5,3,Hypoglycaemia: Mild/Moderate (non-severe) hypoglycaemia,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,332,342,,,329,342,,,41.48129120445859,1.0091185410334347,0.9812874914224203,1.0377389284574972,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,4,Hypoglycaemia: Severe/Serious hypoglycaemia,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,37,386,,,46,380,,,56.974133480581166,0.7918450101374184,0.526039622093226,1.1919606313769393,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,4,Hypoglycaemia: Severe/Serious hypoglycaemia,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,32,342,,,31,342,,,43.02586651941882,1.032258064516129,0.6447529595939319,1.652658891910596,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,5,Nocturnal hypoglycaemia: Mild/Moderate nocturnal hypoglycaemia,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,315,386,,,321,380,,,70.07892364013152,0.9660549125950317,0.9061275317719558,1.029945632844834,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,5,Nocturnal hypoglycaemia: Mild/Moderate nocturnal hypoglycaemia,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,221,342,,,212,342,,,29.921076359868476,1.0424528301886793,0.929967338721803,1.1685441605530116,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,6,Nocturnal hypoglycaemia: Severe/Serious nocturnal hypoglycaemia,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,15,386,,,15,380,,,74.23676244997692,0.9844559585492227,0.4881227595395852,1.985470899241021,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and arspart 11.1%(42/380)). LOCFused for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on it's true value. Study protocol was unavailable.</p>
5,6,Nocturnal hypoglycaemia: Severe/Serious nocturnal hypoglycaemia,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,4,342,,,8,342,,,25.76323755002307,0.5,0.15198403072471586,1.6449096579943818,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Partly-blinded design. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).</p>,Low risk,<p>Partly-blinded design but unlikely influenced.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,"<p>The trial is partly-blinded, but all arms were with low attritions.</p>"
5,7,Diabetic ketoacidosis,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,3,386,,,2,380,,,100,1.4804177545691906,0.24598029093509627,8.90980622761343,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,8,Quality of life,Physical health,1,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,51.39,7.71,,347,52.38,7.52,,348,,,99.99999999999999,-0.990000000000002,-2.1223941810505553,0.14239418105055135,"Measured at 52 weeks' follow-up, final values, assessed by SF-36 overal score for physical health",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,8,Quality of life,Mental health,2,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,50.09,10.18,,347,50.55,9.11,,348,,,100,-0.45999999999999375,-1.8964483587195935,0.976448358719606,"Measured at 52 weeks' follow-up, final values, assessed by SF-36 overal score for mental health",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,9,Adherence to treatment,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,383,386,,,372,380,,,56.04107911061305,1.0135662153880438,0.9962960638812746,1.03113573386401,"Measured at 52 weeks' follow-up, final values, calculated from the number of participants non-compliance with trial procedures",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,9,Adherence to treatment,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,326,342,,,333,342,,,43.95892088938696,0.978978978978979,0.9507700488632875,1.008024855672051,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections, calculated from the number of participants non-compliance with trial procedures",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,10,Deaths: All-cause mortality,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,0,386,,,1,380,,,100,0.13321519195220938,0.002643007777979294,6.7144287333243815,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,10,Deaths: All-cause mortality,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,0,342,,,0,342,,,,,,,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,11,Macrovascular complications: Non-fatal myocardial infarction,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,0,386,,,0,380,,,,,,,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,11,Macrovascular complications: Non-fatal myocardial infarction,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,1,342,,,0,342,,,100,7.38905609893065,0.1466175227450357,372.3848896839504,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,12,Macrovascular complications: Non-fatal stroke,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,0,386,,,1,380,,,100,0.13321519195220938,0.002643007777979294,6.7144287333243815,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,12,Macrovascular complications: Non-fatal stroke,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,0,342,,,0,342,,,,,,,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,13,Microvascular complication: Nephropathy,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,0,386,,,3,380,,,42.899341574949815,0.13251315896871615,0.013742273735308539,1.2777898067007165,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,13,Microvascular complication: Nephropathy,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,1,342,,,3,342,,,57.100658425050185,0.36626001851937046,0.05137033356253373,2.611359355930823,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,14,Microvascular complication: Retinopathy,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,12,386,,,6,380,,,53.344037068144736,1.9689119170984455,0.7466106231256934,5.192283657929738,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,14,Microvascular complication: Retinopathy,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,7,342,,,7,342,,,46.655962931855264,1,0.3545634815114567,2.8203694180154537,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,15,Accidents,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,84,386,,,83,380,,,75.98898802737003,0.9963168737124665,0.7619069060296717,1.3028459316859444,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,15,Accidents,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,34,342,,,28,342,,,24.011011972629987,1.2142857142857142,0.753490963624641,1.9568778752506695,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,16,Adverse events: Mild/Moderate adverse events,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,324,386,,,320,380,,,70.38544485759384,0.9967616580310881,0.9371738443470427,1.060138211190805,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,16,Adverse events: Mild/Moderate adverse events,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,240,342,,,248,342,,,29.61455514240615,0.967741935483871,0.8800097960227935,1.0642204870067282,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,17,Adverse events: Severe/Serious adverse events,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,,,35,386,,,33,380,,,65.74540896935643,1.0441199560370544,0.6631122383983697,1.6440451849116418,"Measured at 52 weeks' follow-up, final values",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,17,Adverse events: Severe/Serious adverse events,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,,,20,342,,,17,342,,,34.25459103064356,1.1764705882352942,0.6272376736963152,2.2066325143167655,"Measured at 26 weeks' follow-up, final values, faster aspart arm with mealtime injections",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
5,18,Body weight change,,,SUBGROUP_AND_OVERALL,ONSET 1,2018,,,80.21,15.27,,346,81.47,15.78,,350,,,18.04768448782483,-1.2600000000000051,-3.566905657796411,1.0469056577964007,"Measured at 52 weeks' follow-up, final values, kg",Low risk,<p>Computer/telephone generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded design. ITT analysed different sets of participants.</p>,Some concerns,<p>Moderate missing data in both arms (faster aspart 11.5%(44/381) and aspart 11.1%(42/380)). LOCF used for handling with missing data.</p>,Low risk,<p>Double-blinded trial.</p>,Low risk,<p>Data from a full clinical study report.</p>,Some concerns,<p>Missing data were moderate and could depend on its true value.</p>
5,18,Body weight change,,,SUBGROUP_AND_OVERALL,ONSET 8,2018,,,1.44,2.67,,337,1.25,2.62,,333,,,81.95231551217516,0.18999999999999995,-0.2105613056626417,0.5905613056626415,"Measured at 26 weeks' follow-up, change from baseline, faster aspart arm with mealtime injections, kg",Low risk,<p>Computer generated random sequences and allocation was blinded. No baseline imbalance.</p>,Low risk,<p>Double-blinded arms. Full analysis set and safety analysis set were used for analysis.</p>,Low risk,<p>Low missing data (faster aspart 1.6%(11/683) and aspart 2.0%(7/342)).&nbsp;</p>,Low risk,<p>Double-blinded arms.</p>,Low risk,<p>All pre-specified outcomes were reported.</p>,Low risk,<p>The arms were double-blinded and had low attritions.</p>
