Analysis group,Analysis number,Analysis name,Analysis group name,Data source,Data source eligibility,Data type,Log-scale data,Outcome,Intervention grouping,Experimental intervention,Control intervention,Subgroup by,Filter criteria,Experimental group label,Control group label,Statistical method,Effect measure,Unit of effect measure,Analysis model,Heterogeneity estimator,Tau² CI,Subgroup estimates,Overall estimates,Test for subgroup differences,Prediction interval,Swap event and non-event,CI method,CI/PI level,Experimental cases,Experimental N,Control cases,Control N,Mean,CI start,CI end,PI start,PI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,Subgroup Chi²,Subgroup df,Subgroup P,Subgroup I²,ID
2,5,N° of participants with at least one relapse at the end of follow-up,Cladribine vs placebo (Administration route),Custom input,"#N/A",Dichotomous,true,,,,,,,[Not identical],[Not identical],IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,184,889,171,437,0.528934,0.44452,0.629378,,,0.0,,,0.0,0,1.0,0.0,7.179444,,0.0,0.0,0,1.0,0.0,analysis:425870063832236776
2,6,N° of participants with new Gd+ T1 or new/enlarging T2 MRI lesions at the end of follow-up,Cladribine vs placebo (Administration route),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,461,1432,469,721,0.445832,0.32519,0.611232,,,0.052812,,,11.70595,3,0.008461,74.372008,5.017785,,1.0E-6,0.03258,2,0.983842,0.0,analysis:425020496950238329
3,1,N° of participants with at least one serious adverse event at the end of follow-up,Cladribine vs placebo (Dosage),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,false,true,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,0.395256,1,0.52955,0.0,analysis:426457748291033429
3,2,N° of participants free from disability worsening at the end of follow-up,Cladribine vs placebo (Dosage),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,false,true,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,0.379612,1,0.537811,0.0,analysis:425020457165954135
3,3,N° of participants who withdrew at the end of follow-up,Cladribine vs placebo (Dosage),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,false,false,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,,,,,analysis:425020457165954137
3,4,N° of participants with at least one adverse event at the end of follow-up,Cladribine vs placebo (Dosage),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,false,true,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,0.219427,1,0.639477,0.0,analysis:426457768930679163
3,5,N° of participants with at least one relapse at the end of follow-up,Cladribine vs placebo (Dosage),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,false,true,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,0.050949,1,0.82142,0.0,analysis:425870350670988394
3,6,N° of participants with new Gd+ T1 or new/enlarging T2 MRI lesions at the end of follow-up,Cladribine vs placebo (Dosage),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,456,1379,926,1364,0.453918,0.372396,0.553285,,,0.031837,,,17.314438,5,0.003941,71.122367,7.82015,,0.0,0.755794,1,0.384648,0.0,analysis:425020457169886302
4,1,N° of participants with at least one serious adverse event at the end of follow-up,Cladribine vs placebo (Clinical form of MS),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,130,1650,57,845,1.076261,0.797544,1.45238,,,0.0,,,3.631401,4,0.458182,0.0,0.480606,,0.630797,2.497429,2,0.286873,19.917645,analysis:426497850625694303
4,2,N° of participants free from disability worsening at the end of follow-up,Cladribine vs placebo (Clinical form of MS),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,886,1040,405,509,1.053481,0.958195,1.158242,,,0.003047,,,3.356693,2,0.186683,40.417555,1.077105,,0.281433,1.463515,1,0.226372,31.671343,analysis:425021248972170269
4,3,N° of participants who withdrew at the end of follow-up,Cladribine vs placebo (Clinical form of MS),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,278,1656,105,847,1.428203,0.767677,2.657061,,,0.3687,,,25.128755,6,3.23E-4,76.122971,1.125258,,0.26048,1.655973,2,0.436928,0.0,analysis:425021248976364575
4,4,N° of participants with at least one adverse event at the end of follow-up,Cladribine vs placebo (Clinical form of MS),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,1237,1579,526,826,1.14146,1.020922,1.276229,,,0.008321,,,14.898316,7,0.037325,53.014823,2.323616,,0.020146,5.610903,2,0.06048,64.355114,analysis:426498188672704118
4,5,N° of participants with at least one relapse at the end of follow-up,Cladribine vs placebo (Clinical form of MS),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,184,889,171,437,0.528934,0.44452,0.629378,,,0.0,,,0.0,0,1.0,0.0,7.179444,,0.0,0.0,0,1.0,0.0,analysis:425870536461616278
4,6,N° of participants with new Gd+ T1 or new/enlarging T2 MRI lesions at the end of follow-up,Cladribine vs placebo (Clinical form of MS),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,205,1432,372,721,0.30225,0.194991,0.46851,,,0.113264,,,14.44702,3,0.002356,79.234473,5.350421,,0.0,14.443339,2,7.31E-4,86.152786,analysis:425021248980296740
5,1,N° of participants with at least one new relapse at 12-month follow-up,Cladribine vs fingolimod,Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Fingolimod,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,7,32,54,258,1.045139,0.520869,2.097103,,,0.0,,,0.0,0,1.0,0.0,0.124255,,0.901113,,,,,analysis:444278965941707914
5,2,N° of participants with at least one new relapse at 3-year follow-up,Cladribine vs fingolimod,Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Fingolimod,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,39,520,76,520,0.513158,0.355724,0.740268,,,0.0,,,0.0,0,1.0,0.0,3.568591,,3.59E-4,,,,,analysis:460399468153262380
6,1,N° of participants with at least one new relapse at 12-month follow-up,Cladribine vs natalizumab,Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Natalizumab,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,6,26,32,174,1.254808,0.581913,2.705802,,,0.0,,,0.0,0,1.0,0.0,0.578954,,0.56262,,,,,analysis:444279009827234993
7,1,N° of participants with at least one new relapse at 12-month follow-up,Cladribine vs interferon β,Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Interferon β,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,4,22,47,167,0.646035,0.257726,1.6194,,,0.0,,,0.0,0,1.0,0.0,0.93183,,0.351425,,,,,analysis:439116076396216151
8,1,N° of participants with at least one new relapse at 3-year follow-up,Cladribine vs dimethyl fumarate,Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Dimethyl fumarate,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,31,450,54,450,0.574074,0.376485,0.875363,,,0.0,,,0.0,0,1.0,0.0,2.578394,,0.009926,,,,,analysis:460181976627507723
9,1,N° of participants with at least one new relapse at 3-year follow-up,Cladribine vs teriflunomide,Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Teriflunomide,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,25,458,82,458,0.304878,0.198596,0.468038,,,0.0,,,0.0,0,1.0,0.0,5.431461,,0.0,,,,,analysis:460182106716734401
10,1,N° of participants with at least one serious adverse event at the end of follow-up,Cladribine vs placebo (OLE),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,76,665,30,250,0.893894,0.600749,1.330085,,,0.0,,,0.777994,1,0.377755,0.0,0.553194,,0.580131,,,,,analysis:444296277052255752
10,2,N° of participants free from disability worsening at the end of follow-up,Cladribine vs placebo (OLE),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,471,616,143,190,1.015916,0.926115,1.114424,,,0.0,,,0.0,0,1.0,0.0,0.334413,,0.738068,,,,,analysis:444296513818619518
10,3,N° of participants who withdrew at the end of follow-up,Cladribine vs placebo (OLE),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,MH,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,90,665,72,250,0.933211,0.805324,1.081406,,,0.0,,,0.82355,1,0.364144,0.0,0.919227,,0.357977,,,,,analysis:448154186449684667
10,4,N° of participants with at least one adverse event at the end of follow-up,Cladribine vs placebo (OLE),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,530,665,192,250,1.037161,0.956408,1.124732,,,0.0,,,0.245765,1,0.620073,0.0,0.88225,,0.377642,,,,,analysis:444296400561663595
10,5,N° of participants who experienced at least one relapse at the end of follow-up,Cladribine vs placebo (OLE),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,false,true,false,false,Wald,95%,,,,,,,,,,,,,,,,,,,,2.487869,1,0.114727,59.804955,analysis:444296457982733944
10,6,N° of participants with new Gd+ T1 or new/enlarging T2 MRI lesions at the end of follow-up,Cladribine vs placebo (OLE),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,132,616,60,190,0.678571,0.524151,0.878485,,,0.0,,,0.0,0,1.0,0.0,2.943376,,0.003247,,,,,analysis:445365947341212338
10,7,The number of participants with 'no evidence of disease activity' at 24 months after randomisation and at the end of follow up,Cladribine vs placebo (OLE),Custom input,"#N/A",Dichotomous,true,,,,,,,Cladribine,Placebo,IV,Risk Ratio,,Random effect,DL,false,true,true,true,false,false,Wald,95%,286,550,37,112,1.632918,1.232652,2.16316,,,0.0,,,0.388683,1,0.532993,0.0,3.417856,,6.31E-4,,,,,analysis:459651556247122222
