Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
1,4,N° of participants with at least one adverse event at the end of follow-up,,,SUBGROUP_AND_OVERALL,Sipe 1994,1994,,,,,3,27,,,0,24,,,0.146157,6.25,0.339217,115.15481,,High risk,"<p>Initially, 24 pairs of patients ""were matched for age, gender and disease severity"". Each matched pair ""was randomised by the statistician using random number tables, so that one patient was assigned to the cladribine group and the other to the placebo group"" (we do not know which patient started treatment first, number 1 or 2). In our opinion, this mechanism was biased. In addition, the authors replaced 2 patients lost to FU initially attributed to cladribine without considering their pairs with placebo. Demographic characteristics of patients at baseline are shown in Table 1.</p>",High risk,"<p>Throughout the study, ""patients, neurologists, nurses, and the neuro radiologist were unaware of the treatment assigned to each patient"". Cladribine causes no symptoms on infusion and cannot be distinguished from placebo by patients or professional staff.<br />Thre was an investigator who was unblinded <br />There were a few deviations from the stated drug dosages. In the original protocol a total of six monthly doses had been planned, but this was modified to four courses after the study had been initiated because of a greater than expected decline in the platelet count in some patients. ""One patient received five courses before the decision to reduce dosage had been made. One patient received only two courses, and two patients received only three courses because of thrombocytopenia"". At the beginning of the second phase of the study, five patients who were to have received placebo were given a single 0.7 mg/kg of infusion cladribine by error. Separate analysis showed that the response of these patients was not greater than those of the other patients, and the data of these patients have been retained.</p>",High risk,"<p>3 patients on cladribine group and 2 patients on placebo group were lost, ""the percentage of lost people was less than 10%"", but some people were substituted;</p><p>""the loss of these two patients on the initial cladribine arm was not attributed to treatment"" but there are no information on the other patient lost to follow-up.</p><p>In the bibliographyat number 16 (Beutler 1994), there is 1 more patient with hight mielotoxicity and 6 patients with mild mielotoxicity.This means that there is no transparency on reporting outcome events.<br />AE were not showen in a table were there is a classification in severity .</p>",High risk,<p>There is no clinical instrument or definition to evaluate at definite time point the adverse events only blood counts were obtained during drug administration. Less frequent counts were obtained thereafter. Lymphocyte subset evaluation was done monthly during the course of drug administration and less frequently thereafter.</p>,Some concerns,"<p>There is no pre specified analysis plan, there are no details.</p>",High risk,"<p>Throughout the study, patients, neurologists, nurses, and the neuro radiologist were unaware of the treatment assigned to each patient. Cladribine causes no symptoms on infusion and cannot be distinguished from placebo by patients or professional staff.<br />Thre was an investigator who was unblinded.<br />There were a few deviations from the stated drug dosages. In the original protocol a total of six monthly doses had been planned, but this was modified to four courses after the study had been initiated because of a greater than expected decline in the platelet count in some patients. ""One patient received five courses before the decision to reduce dosage had been made"". ""One patient received only two courses, and two patients received only three courses because of thrombocytopenia"". At the beginning of the second phase of the study, five patients who were to have received placebo were given a single 0.7 mg/kg of infusion cladribine by error. Separate analysis showed that the response of these patients was not greater than those of the other patients, and the data of these patients have been retained.</p><p>3 patients on cladribine group and 2 patients on placebo group were lost, the percentage of lost people was less than 10%, but some people were substituted;</p><p>""the loss of these two patients on the initial cladribine arm was not attributed to treatment"" but there are no information on the other patient lost to follow-up.</p><p>In the bibliography at number 16 (Beutler 1994), there is 1 more patient with hight mielotoxicity and 6 patients with mild mielotoxicity. these means that there is no transparency on reporting outcome events.<br />AE were not shown in a table were there is a classification based on severity .</p><p>There is no clinical instrument or definition to evaluate at definite time point the adverse events; only blood counts were obtained during drug administration. Less frequent counts were obtained thereafter. Lymphocyte subset evaluation was done monthly during the course of drug administration and less frequently thereafter.</p><p>There is no pre specified analysis plan, there are no details.</p>"
1,4,N° of participants with at least one adverse event at the end of follow-up,,,SUBGROUP_AND_OVERALL,Stelmasiak 2009,2009,,,,,16,40,,,0,44,,,0.160323,36.219512,2.243664,584.692237,,Some concerns,"<p>""Randomization was performed by blind selection of number-coded patient names and prelabeled, and coded vials of cladribine or placebo (saline) were supplied for administration"".<br />""The randomization process was conducted entirely by the cladribine supplier; thus information was concealed from physicians who enrolled or treated patients in the study"".  There is no baseline table, nor information in the text. In our opinion the lack of information  is a suggestion of some difficulties in the balance of enrolled population.</p>",High risk,"<p>84 patientes were enrolled but data were available only on 80 patiens. 4 patients withdrow from the study in the second year but were not included in the analysis of the first year, while they were still participating in the first year included sudy.&nbsp;</p>",Low risk,"<p>""80 patients (95% of the total) completed the study by November 1997"". ""Two patients in group A withdrew during the second year (while receiving placebo) one because of repeated infections and one for unspecified reasons . One patient in group B withdrew during this second year because he/she did not perceive any improvement in his/her condition. 1 patient from group B committed suicide during the second year, but this was considered to be unrelated to cladribine treatment"".</p>",Low risk,"<p>There has been an attempt of classification but there has been no standard evaluation of AE. Authors only expressed ""Sixteen infections requiring treatment were reported by patients in each group during the year of cladribine therapy"".&nbsp;<br>
 Both the patients and the investigators who performed the neurological assessments were blinded to laboratory data.</p>",Some concerns,"<p>There is no prespecified analysis, ""no episodes of infections were considered serious and all responded to standard antibiotic therapy; most were upper respiratory tract infections"". </p>",High risk,"<p>""Randomization was performed by blind selection of number-coded patient names and prelabeled, and coded vials of cladribine or placebo (saline) were supplied for administration"". The randomization process was conducted entirely by the cladribine supplier; thus information was concealed from physicians who enrolled or treated patients in the study. No baseline table nor information in the text. In our opinion the lack of information (there is no baseline table showing the population) is a suggestion of some difficulties in the balance of enrolled population.<br />""Qualifying patients provided written informed consent and were randomized blindly to group A (cladribine in year 1 and placebo in year 2) or group B (placebo in year 1 and cladribine in year 2)"".<br />84 patientes were enrolled but data were only on 80 patiens. 4 patients withdrow from the study in the second year (after the cross over) but were not included in the analysis of the first year, while they were still participating in the first year included study.<br />""80 patients (95% of the total) completed the study by November 1997"". ""Two patients in group A withdrew during the second year (while receiving placebo) one because of repeated infections and one for unspecified reasons . One patient in group B withdrew during the second year because he/she did not perceive any improvement in his/her condition. 1 patient from group B committed suicide during the second year, but this was considered to be unrelated to cladribine treatment"".<br />There has been an attempt of classification but there has been no standard evaluation. </p><p>Authors only declared ""Sixteen infections requiring treatment were reported by patients in each group during the year of cladribine therapy"".<br />Both the patients and the investigators who performed the neurological assessments were blinded to laboratory data.<br />There is no prespecified analysis, ""no episodes of infections were considered serious and all responded to standard antibiotic therapy; most were upper respiratory tract infections"". </p>"
1,5,N° of participants with at least one relapse at the end of follow-up,,,SUBGROUP_AND_OVERALL,Giovannoni 2010,2010,,,,,184,889,,,171,437,,,85.61537,0.528934,0.44452,0.629378,,Some concerns,"<p>""Randomisation was performed with the use of a central system and a computer-generated treatment randomisation code, with dynamic allocation by site in permuted blocks of six"".<br />""The demographic and clinical characteristics of the ITT population were generally well-balanced across the three study groups, although patients receiving 3.5 mg of cladribine/Kg had a shorter significative mean duration of disease"".</p>",Low risk,"<p>""To maintain the double-blind nature of the study, all patients within a weight range received the same number of tablets (cladribine or matched placebo)"".</p>",Low risk,<p>See table 2 in main paper</p>,Low risk,"<p>This is a well validated outocome in MS trials.<br />""An independent evaluating physician, who was unaware of study-group assignments, performed neurologic examinations and determined whether a clinical event fulfilled criteria"".</p>",Low risk,"<p>This is a secondary end point of the study, that was powered to relapse rate and not to people with relapse.</p>",Some concerns,"<p>""Randomization was performed with the use of a central system and a computer-generated treatment randomization code, with dynamic allocation by site in permuted blocks of six"".<br />""The demographic and clinical characteristics of the ITT population was generally well balanced across the 3 study groups, although patients receiving 3.5 mg of cladribine per kg had a significatively shorter mean duration of disease "".</p><p>""To maintain the double-blind nature of the study, all patients within a weight range received the same number of tablets (cladribine or matched placebo)"".</p><p>See table 2 in main paper.</p><p>This is a well validated outcome in MS trials.<br />""An independent evaluating physician, who was unaware of study-group assignments, performed neurologic examinations and determined whether a clinical event fulfilled criteria"".</p><p>This is a secondary end point of the study, that was powered to relapse rate and not to people with relapse.</p>"
1,5,N° of participants with at least one relapse at the end of follow-up,,,SUBGROUP_AND_OVERALL,Montalban 2018_amended,2018,,,,,31,124,,,23,48,,,14.38463,0.521739,0.341377,0.797392,data from clinicaltrial.gov,Some concerns,"<p>""A central interactive voice response system was used to allocate patients using a computer-generated treatment randomisation code and treatment groups were assigned with a block size of 6"".<br />There are differences in number of females, number of T1 Gd+ lesions and T2 lesions volume, and probably in the subgroups of MS.</p>",High risk,"<p>The study was double blind, there was a great non adherence that is well detailed in figure 1.<br />This was not a primary end point and this study was not powered to this outcome. This secondary end point was mentioned in the result section. </p>",Low risk,<p>Data were available for all participants but many discontinued the treatment (35.5 in cladribine group and 18.8 in placebo group). Anyway analysis was ITT.</p>,Low risk,"<p>""Independent,evaluating physicians assessed neurologic findings"".</p>",High risk,<p>The study was not powered to detect between group differences. For this reason analYsis was exploratory (as for all the efficacy outcomes).</p>,High risk,"<p>The study was double blind, there was a great non adherence that is well detailed in figure 1.<br />This was not a primary end point and this study was not powered to this outcome. This secondary end point was mentioned in the result section. <br />Data were available for all participants but many discontinued the treatment (35.5 in cladribine group and 18.8 in placebo group). Anyway analysis was ITT.<br />""Independent,evaluating physicians assessed neurologic findings"".<br />The study was not powered to detect between group differences. For this reason analysis was exploratory (as for all the efficacy outcomes).</p>"
1,6,N° of participants with new Gd+ T1 MRI lesions at the end of follow-up,,,SUBGROUP_AND_OVERALL,Giovannoni 2010,2010,,,,,98,889,,,226,437,,,40.174478,0.213156,0.173201,0.262327,MRI data from Giovannoni 2010 were published in Comi 2013,Some concerns,"<p>""Randomisation was performed with the use of a central system and a computer-generated treatment randomisation code, with dynamic allocation by site in permuted blocks of six"".<br />""The demographic and clinical characteristics of the ITT population were generally well-balanced across the three study groups, although patients receiving 3.5 mg of cladribine/Kg had a shorter significative mean duration of disease"".</p>",Some concerns,"<p>To maintain the double-blind nature of the study, all patients within a weight range received the same number of tablets (cladribine or matched placebo).</p>",Low risk,<p>see table 2 in main paper</p>,Low risk,"<p>This is a common outocome in MS trials, but we find very difficult understand results calculated with a ""mean"" and not the more sensible absolute numbers of patients with new lesions.<br>
 Evaluators at a central neuroradiology center assessed MRI evaluationsin a blinded fashion .<br><br><br><br>
 &nbsp;</p>",Some concerns,"<p>Authors looked at number of lesions per patient per scan and enlargment of volume of single lesions, two common outcome considered in the trials. Results were published three years later than the first paper and authors discuss many subgroup analysis.</p>",Some concerns,"<p>Randomization was performed with the use of a central system and a computer-generated treatment randomization code, with dynamic allocation by site in permuted blocks of six.<br>
 The demographic and clinical characteristics of the intention-to-treat population of 1326 patients was generally well balanced across the three study groups, although patients receiving 3.5 mg of cladribine per kilogram had a shorter mean duration of disease (P = 0.005 for the overall comparison).<br>
 To maintain the double-blind nature of the study, all patients within a weight range received the same number of tablets (cladribine or matched placebo).<br>
 see table 2 in main paper<br>
 This is a common outcome in MS trials, but we find very difficult understand results calculated with a ""mean"" and not with absolute numbers<br>
 Evaluators at a central neuroradiology center assessed MRI evaluations in a blinded fashion .</p>"
1,6,N° of participants with new Gd+ T1 MRI lesions at the end of follow-up,,,SUBGROUP_AND_OVERALL,Leist 2014,2014,,,,,98,411,,,134,206,,,40.44623,0.366561,0.300211,0.447575,,Low risk,"<p>""Randomisation was done using a central web-based randomisation system and was stratified by geographic region. Masking was maintained nusing a two-physician model (both doctors were masked)"".<br />""Baseline patient demographics and disease characteristics were well balanced across treatment groups"".</p>",High risk,"<p>""Masking was maintained using a two-physician model (both doctors were masked). Paticipants and people delivering intervention probably were awere of intervention after convertion in MS also during the double blind trial treatment period"". <br />There has been only a description of the analysis, sponsor stopped the trial. Early termination of the trial reduced the number of patients with 2-year data from the double-blind treatment period, and the result has been a lower than predicted level of drug exposure.<br /> </p>",Low risk,"<p>At the end of the study, 24% patients had permanently discontinued treatment, but less than 1% were lost to follow up</p>",Some concerns,"<p>To measure new/enlarging or GAD positive lesions at the end of follow up is a very common outcome in MS clinical trials; in this case we considered patients with increased number of lesions or GAD positive lesions. Anyway authors give iformation of our selected and, on our opinion, appropriate outcome. <br />Probably assessors knew the intervention only after conversion. </p>",Low risk,"<p>Our selected outcome was a secondary endpoint: proportion of patients free from new T1 gadolinium-enhancing lesions and new or enlarging T2 lesions, and numbers of T1 hypointense lesions.</p>",High risk,"<p>""Randomisation was done using a central web-based randomisation system and was stratified by geographic region"". <br />""Baseline patient demographics and disease characteristics were well balanced across treatment groups"".<br />""Masking was maintained using a two-physician model (both doctors were masked)"".<br />""The treating physician supervised study medication administration, and recorded and treated adverse events and MS relapses; the evaluating physician assessed all neurological findings and relapses, and was additionally masked to patient laboratory data. Patients were unaware of their treatment assignment"". Paticipants and people delivering intervention probably were aware of intervention after convertion in MS also during the double blind trial treatment period. <br />see figure 2<br />There has been only a description of the analysis, sponsor stopped the trial. Early termination of the trial reduced the number of patients with 2-year data from the double-blind treatment period, and the result has been a lower than predicted level of drug exposure.</p><p>At the end of the study, 24% patients had permanently discontinued treatment, but less than 1% were lost to follow up</p><p>To measure new/enlarging or GAD positive lesions at the end of follow up is a very common outcome in MS clinical trials; in this case we considered patient with incresed or GAD positive lesions. Anyway authors give iformation of our selected and, on our opinion, appropriate outcome. <br />Probably assessors knew the intervention only aftere conversion. <br />Our selected outcome was a secondary endpoint: proportion of patients free from new T1 gadolinium-enhancing lesions and new or enlarging T2 lesions, and numbers of T1 hypointense lesions.</p>"
1,6,N° of participants with new Gd+ T1 MRI lesions at the end of follow-up,,,SUBGROUP_AND_OVERALL,Rice 2000,2000,,,,,8,105,,,10,54,,,16.120436,0.411429,0.172398,0.981877,,High risk,"<p>""Patients were assigned to one of three parallel treatment groups according to a computer-generated randomization schedule stratifyed by baseline disease severity and site"".<br />We believe that the pattern of disease is well different, in fact 36 patients in placebo group were different from 26 and 29 present in the other 2 groups and EDSS score at entry group there were 25 less severe patients over 75 compared to 31 vs 69 and 30 vs 70.<br />No information about concealment allocation.</p>",Some concerns,"<p>To receive a subsequent course of blinded study drug, patients were required to meet the hematologic criteria obtained 2 to 4 days before each dosing period. For a patient who did not meet these criteria, placebo was substituted for the active drug for that dosing period.&nbsp;<br>
 The majority of patients received all eight scheduled courses of therapy (7/54 placebo, 11/53 cladribine 0.7 mg/kg and 16/52 of 2.1 mg/kg-treated patients) received a placebo substitution. The most common reasons for failure of the dosing criteria were fluctuations in hemoglobin levels and platelet counts, which occurred (Authors say) at a similar frequency in all groups.<br>
 To receive a subsequent course of blinded study drug, patients were required to meet the hematologic criteria obtained 2 to 4 days before each dosing period. For a patient who did not meet these criteria, placebo was substituted for the active drug for that dosing period.&nbsp;</p>",Low risk,<p>Only 4 patients over 159 do not have data for this outcome.</p>,Low risk,"<p>This is a valid end point considered in MS clinical trials, All scan data were blinded to treatment, date, and sequence of scan</p>",Low risk,<p>No concerns about this domain.</p>,High risk,"<p>""Patients were assigned to one of three parallel treatment groups according to a computer-generated randomization schedule stratifyed by baseline disease severity and site"".<br>
 We believe that the pattern of disease is well different, in fact 36 patients in placebo group were different from 26 and 29 present in the other 2 groups and EDSS score at entry group there were 25 less severe patients over 75 compared to 31 vs 69 and 30 vs 70<br>
 No information about concealment allocation<br>
 To receive a subsequent course of blinded study drug, patients were required to meet the hematologic criteria obtained 2 to 4 days before each dosing period. For a patient who did not meet these criteria, placebo was substituted for the active drug for that dosing period.&nbsp;<br>
 The majority of patients received all eight scheduled courses of therapy (7/54 placebo, 11/53 cladribine 0.7 mg/kg and 16/52 of 2.1 mg/kg-treated patients) received a placebo substitution. The most common reasons for failure of the dosing criteria were fluctuations in hemoglobin levels and platelet counts, which occurred (Authors say) at a similar frequency in all groups.<br>
 To receive a subsequent course of blinded study drug, patients were required to meet the hematologic criteria obtained 2 to 4 days before each dosing period. For a patient who did not meet these criteria, placebo was substituted for the active drug for that dosing period.&nbsp;<br>
 Only 4 patients over 159 do not have data for this outcome<br>
 This is a valid end point considered in MS clinical trials, All scan data were blinded to treatment, date, and sequence of scans.</p>"
1,6,N° of participants with new Gd+ T1 MRI lesions at the end of follow-up,,,SUBGROUP_AND_OVERALL,Sipe 1994,1994,,,,,1,27,,,2,24,,,3.258855,0.444444,0.042957,4.598372,,High risk,"<p>Initially, 24 pairs of patients ""were matched for age, gender and disease severity"". Each matched pair ""was randomised by the statistician using random number tables, so that one patient was assigned to the cladribine group and the other to the placebo group"" (we do not know which patient started treatment first, number 1 or 2). In our opinion, this mechanism was biased. In addition, the authors replaced 2 patients lost to FU initially attributed to cladribine without considering their pairs with placebo. Demographic characteristics of patients at baseline are shown in Table 1.</p>",Low risk,"<p>In four patients assigned to cladribine and in two assigned to placebo, the infusion was delayed. The requirement to verify blood counts may have made treatment allocation predictable. Moreover, dose intensity and exposure varied and were not accounted for in the analysis: one patient received five courses before the decision to reduce the dosage was implemented; one patient received only two courses; and two patients received only three courses due to thrombocytopenia.</p>",High risk,"<p>""The loss of these 2 patients seemed unattributable to cladribine so we recruited 2 additional matched patients as replacements and assigned them to cladribine. 1 patient receiving placebo withdrew from the study after 4 months on protocol for reasons unrelated to treatment, so we chose not to replace this patient. The analyses reported here refer to the 24 matched pairs of patients (table 1), and exclude the 3 patients on cladribine who did not complete a full year of the study""</p>",Low risk,<p>Blinding was maintained using a two-physician model (both doctors were blinded). The treating physician supervised study-medication administration and recorded and managed adverse events.</p>,Low risk,<p>No concerns about this domain.</p>,High risk,"<p>Overall risk of bias was judged High because weaknesses in the randomization process and post-randomization handling of participants are likely to have distorted the comparison: matched pairs were randomized by the statistician using random number tables, yet aspects of trial conduct (e.g., blood-count verification and delayed infusions in 4 cladribine and 2 placebo patients) could have made allocation predictable, and two cladribine-assigned participants lost to follow-up were replaced without replacing their placebo counterparts. In addition, deviations from intended intervention occurred—dose intensity and number of courses varied (one patient received five courses before dose reduction; one received only two; two received three due to thrombocytopenia)—and these differences were not accounted for in the analysis. Missing data were handled asymmetrically (“the analyses… exclude the three cladribine patients who did not complete a full year”), introducing attrition/per-protocol bias. Although outcome assessment was blinded in a two-physician model and there were no specific concerns about selective reporting, the combined issues in randomization, deviations, and missing outcome data indicate a high overall risk of bias.</p>"
2,1,N° of participants with at least one serious adverse event at the end of follow-up,Oral,1,SUBGROUP_AND_OVERALL,Giovannoni 2010,2010,,,,,77,884,,,28,435,,,51.652021,1.353224,0.891783,2.053431,,Some concerns,"<p>""Randomisation was performed with the use of a central system and a computer-generated treatment randomisation code, with dynamic allocation by site in permuted blocks of six"".<br />""The demographic and clinical characteristics of the ITT population were generally well-balanced across the three study groups, although patients receiving 3.5 mg of cladribine/Kg had a shorter significative mean duration of disease"".</p>",Low risk,"<p>""To maintain the double-blind nature of the study, all patients within a weight range received the same number of tablets (cladribine or matched placebo)"".<br>
 Safety analysis excluded 2/3/2 patients in the three groups and were equally distributed</p>",Low risk,<p>Safety analysis excluded 2/3/2 patients in the three groups and were equally distributed.</p>,Low risk,"<p>""Listed are preferred terms from the Medical Dictionary for Regulatory Activities (MedDRA) for symptoms that were reported by at least 10% of the patients in any group"".""Investigators rated the severity of the event according to the following definitions: mild (the event or symptom is easily tolerated); moderate (the event or symptom interferes with or reduces the usual level of activity); and severe (the event or symptom causes substantial impairment of functioning, reduces the usual level of activity, or endangers the patient’s life)"".<br />No concerns.<br />""At each study site, a treating physician reviewed clinical laboratory results (at this stage we could speculate that the clinical physician could guess the treatment) and assessed treatment-emergent adverse events and safety information, and an independent evaluating physician who was unaware of study-group assignments performed neurologic examinations and determined whether a clinical event fulfilled criteria"".</p>",Some concerns,<p>See Medra. Not applicable</p>,Some concerns,"<p>""Randomization was performed with the use of a central system and a computer-generated treatment randomization code, with dynamic allocation by site in permuted blocks of six"".<br />""The demographic and clinical characteristics of the IIT population of 1326 patients was generally well balanced across the 3 study groups, although patients receiving 3.5 mg of cladribine per kg had a shorter mean duration of disease (P=0.005 for the overall comparison)"".<br />""To maintain the double-blind nature of the study, all patients within a weight range received the same number of tablets (cladribine or matched placebo)"".<br />Safety analysis excluded 2/3/2 patients in the three groups and were equally distributed.<br />""Listed are preferred terms from the Medical Dictionary for Regulatory Activities (MedDRA) for symptoms that were reported by at least 10% of the patients in any group"". ""Investigators rated the severity of the event according to the following definitions: mild (the event or symptom is easily tolerated); moderate (the event or symptom interferes with or reduces the usual level of activity); and severe (the event or symptom causes substantial impairment of functioning, reduces the usual level of activity, or endangers the patient’s life)"".<br />""At each study site, a treating physician reviewed clinical laboratory results (at this stage we could speculate that the clinical physician could guess the treatment) and assessed treatment-emergent adverse events and safety information, and an independent evaluating physician who was unaware of study-group assignments performed neurologic examinations and determined whether a clinical event fulfilled criteria""</p>"
2,1,N° of participants with at least one serious adverse event at the end of follow-up,Oral,1,SUBGROUP_AND_OVERALL,Leist 2014,2014,,,,,33,410,,,21,206,,,33.107658,0.789547,0.468989,1.329211,,Low risk,"<p>""Randomisation was done using a central web-based randomisation system and was stratified by geographic region. Masking was maintained nusing a two-physician model (both doctors were masked)"".<br />""Baseline patient demographics and disease characteristics were well balanced across treatment groups"".</p>",High risk,"<p>Patients were unaware of their treatment assignment, but patients and people delivering intervention probably were aware of intervention after convertion in MS . Treatment discontinuation in all groups was most commonly for reasons ""other than adverse events"". ""The most common reasons to discontinuatinue treatment were patient’s decision, termination of the trial or programme, or a Health Authority or sponsor request to stop treatment"".</p>",Low risk,"<p>The study was stopped before the scheduled period of follow up, because the study ended prematurely and a low precentage of partecipants completed it. There were only 1% of patients lost to FU</p>",Low risk,"<p>In table 4 we have different and detailed definition of side effects: serious and severe TEAEs (safety population).<br />""Masking was maintained using a two-physician model (both doctors were masked)"". </p>",Low risk,"<p>""Safety endpoints were adverse events and serious adverse events, vital signs, laboratory variables, and concomitant medications and procedures"".</p>",High risk,"<p>""Randomisation was done using a central web-based randomisation system and was stratified by geographic region"". ""Masking was maintained using a two-physician model (both doctors were masked). Baseline patient demographics and disease characteristics were well balanced across treatment groups"".</p><p>Patients were unaware of their treatment assignment, but patients and people delivering intervention probably were aware of intervention after convertion in MS . Treatment discontinuation in all groups was most commonly for reasons ""other than adverse events"". ""The most common reasons to discontinuatinue treatment were patient’s decision, termination of the trial or programme, or a Health Authority or sponsor request to stop treatment"".</p><p>The study was stopped before the scheduled period of follow up, because the study ended prematurely and a low precentage of partecipants completed it<br />There were only 1% of patients lost to FU.</p><p>In table 4 we have different and detailed definition of side effects: serious and severe TEAEs (safety population). <br />Safety endpoints were in the pre-specified analysis plan procedures.</p>"
2,1,N° of participants with at least one serious adverse event at the end of follow-up,Oral,1,SUBGROUP_AND_OVERALL,Montalban 2018_amended,2018,,,,,12,124,,,5,48,,,9.190347,0.929032,0.345678,2.496839,,Some concerns,"<p>""A central interactive voice response system was used to allocate patients using a computer-generated treatment randomisation code and treatment groups were assigned with a block size of 6"".<br />There are differences in number of females, number of T1 Gd+ lesions and T2 lesions volume, and probably in the subgroups of MS.</p>",High risk,"<p>The study was double-blind and there was great non-adherence, which is well detailed in figure 1.</p>",Low risk,<p>Authors describe all the causes including SAEs.</p>,Low risk,<p>Authors considered MEdDRA classification.</p>,Low risk,<p>No concerns about this domain.</p>,High risk,"<p>""A central interactive voice response system was used to allocate patients using a computer-generated treatment randomisation code and treatment groups were assigned with a block size of 6"".<br />There are differences in number of females, number of T1 Gad+ lesions and T2 lesions volume, and probably in the subgroups of MS.<br />The study was double-blind and there was great non-adherence, which is well detailed in figure 1.<br />Authors describe all the outcomes, including SAEs.<br />Authors considered MEdDRA classification.<br /> </p>"
2,1,N° of participants with at least one serious adverse event at the end of follow-up,Oral,1,SUBGROUP_AND_OVERALL,Montalban 2018_original protocol,2018,,,,,5,33,,,2,9,,,4.186197,0.681818,0.157577,2.950154,,Some concerns,"<p>This study is made by two studies and the details on randomization are in the amended study. We consider what authors described in the amended study.<br />For some paramethers there are differences expressed in table1, but despite some differences observed at baseline in the demographics of the ONWARD study between the two subgroups, it should be noted that these differences were not meaningful.</p>",Low risk,"<p>This trial is double blind and ""to mantain blinding all patients within 10Kg weight ranges recieved the same numbers of tablets"".<br />Only 5.9% of patients treated in cladribine 5.25 mg/kg deviated from the protocol.</p>",Low risk,<p>All patients included in the different treatments are very well described.<br /> </p>,Low risk,"<p>All SAEs are described in detailes, the assessor was blinded to the treatment.</p>",Some concerns,<p>Data were not analysed in agreement to a prespecified analysis plan.</p>,Some concerns,"<p>This study is made by two studies and the detailes on randomization are in the second study (amended study). For this reason we consider what authors described in the amended.<br />For some paramethers there are differences expressed in the table1.<br />This trial is double blind and ""to mantain blinding all patients within 10Kg weight ranges recieved the same numbers of tablets"".<br />Only 5.9% of patients treated in cladribine 5.25 mg/kg deviated from the protocol.<br />All patients included in the different treatments are very well described.<br />all SAEs are described in detailes. <br />The outcome assessor was blinded to the treatment.<br />Data were not analysed in agreement to a prespecified analysis plan.<br /> </p>"
