Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Ryan 2014,2014,PUB,25735552,<p>Design: step wedge</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: computerised decision-support + A&amp;F + technical assistance visits + financial incentives; Intervention 2: computerised decision-support + A&amp;F + technical assistance visits</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>,
Ryskina 2018,2018,PUB,25735554,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: 114</p><p>N patients: 2042</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: computerised search of charts</p><p>Frequency: bi-weekly</p><p>Instructions for improvement: general</p>,
Sauaia 2000,2000,PUB,25735556,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: cardiology</p><p>N health professionals: NR</p><p>N patients: 929</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F (in-person + written); Intervention 2: A&amp;F (written)</p>,"<p>Clinical behaviour category: prescribing, treatment decision/action, counselling</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>",
Scales 2011,2011,PUB,25735558,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: hospital inpatient</p><p>Speciality: emergency medicine</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational outreach/materials + reminders</p>,"<p>Clinical behaviour category: prescribing, treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts, other</p><p>Frequency: monthly</p><p>Instructions for improvement: specific</p>",
Scales 2016,2016,PUB,25735560,<p>Design: step wedge</p>,<p>Country: Canada</p><p>Setting: hospital inpatient</p><p>Speciality: emergency medicine</p><p>N health professionals: NR</p><p>N patients: 905</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational outreach/materials + reminders</p>,<p>Clinical behaviour category: diagnosis</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: co-developed plans</p>,
Schectman 1995,1995,PUB,25735562,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 63</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: educational materials; Intervention: A&amp;F + educational materials</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Schectman 2003,2003,PUB,25735564,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 120</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinician education</p>,"<p>Clinical behaviour category: testing/exams, referrals</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: variable</p><p>Instructions for improvement: specific</p>",
Schmidt-Mende 2017,2017,PUB,25735566,<p>Design: parallel cluster-RCT</p>,"<p>Country: Sweden</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 119,910</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational outreach/materials + reminders</p>,"<p>Clinical behaviour category: prescribing, treatment decision/action, other</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: co-developed plans</p>",
Schneider 2008,2008,PUB,25735568,<p>Design: parallel cluster-RCT</p>,<p>Country: Germany</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 96</p><p>N patients: 314</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F; Intervention 2: A&amp;F with benchmark</p>,"<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: Manual chart review, patient-reported data</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: co-developed plans</p>",
Scholes 2006,2006,PUB,25735570,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 204</p><p>N patients: 12,691</p>",<p>Number of arms: 2</p><p>Description of groups: Control: guidelines; Intervention: A&amp;F + education + reminders   </p>,"<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts, administrative/billing data</p><p>Frequency: quarterly</p><p>Instructions for improvement: co-developed plans</p>",
Shen 2018,2018,PUB,25735572,<p>Design: parallel cluster-RCT</p>,<p>Country: China</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 65</p><p>N patients: 1048</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,"<p>Clinical behaviour category: prescribing, counselling</p><p>Format of Audit &amp; Feedback: written</p><p>Source: patient-reported data, other</p><p>Frequency: quarterly</p><p>Instructions for improvement: specific</p>",
Sinclair 1982,1982,PUB,25735574,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: mental health clinic</p><p>Speciality: paediatrics/mental health</p><p>N health professionals: 11</p><p>N patients: 65</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational training</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: co-developed plans</p>,
Siriwardena 2002,2002,PUB,25735576,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + educational outreach; Intervention 2: A&amp;F only</p>,"<p>Clinical behaviour category: immunisation</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>",
Smith 1998,1998,PUB,25735578,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: pharmacy and outpatient clinics</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 222</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + guidelines</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Smith-Bindman 2020,2020,PUB,25735580,<p>Design: step wedge</p>,"<p>Country: USA/Japan/Germany/Netherlands/Switzerland/England</p><p>Setting: imaging facilities</p><p>Speciality: NA</p><p>N health professionals: NR</p><p>N patients: 745,802</p>",<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F; Intervention 2: A&amp;F + multicomponent QI initiative</p>,<p>Clinical behaviour category: other</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Socolar 1998,1998,PUB,25735582,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: providers prepared to perform examinations for social service clients (likely in the community)</p><p>Speciality: unclear</p><p>N health professionals: 147</p><p>N patients: 811</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational materials</p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Soleymani 2019,2019,PUB,25735584,<p>Design: parallel cluster-RCT</p>,"<p>Country: Iran</p><p>Setting: general medicine, paediatrics, infectious disease outpatient clinics</p><p>Speciality: GP/family/paediatrics/infectious disease</p><p>N health professionals: 820</p><p>N patients: NR</p>",<p>Number of arms: 4</p><p>Description of groups: Control 1: educational materials; Control 2: no intervention; Intervention 1: regular A&amp;F; Intervention 2: new A&amp;F</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Solomon 2004,2004,PUB,25735586,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: arthritis clinic</p><p>Speciality: rheumatology</p><p>N health professionals: 32</p><p>N patients: 373</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + education + reminder</p>,"<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, administrative/billing data</p><p>Frequency: variable</p><p>Instructions for improvement: co-developed plans</p>",
Soumerai 1998,1998,PUB,25735588,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: cardiology</p><p>N health professionals: NR</p><p>N patients: 5347</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + opinion leader education + educational materials + administrative support; Intervention 2: A&amp;F only</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Spoorenberg 2015,2015,PUB,25735590,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine/urology</p><p>N health professionals: NR</p><p>N patients: 3991</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + education + reminders; Intervention 2: A&amp;F only</p>,"<p>Clinical behaviour category: prescribing, testing/exams, treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, computerised search of charts</p><p>Frequency: variable/once</p><p>Instructions for improvement: specific</p>",
Stewardson 2016,2016,PUB,25735592,<p>Design: parallel cluster-RCT</p>,<p>Country: Switzerland</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: NR</p>,"<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1: A&amp;F; Intervention 2: A&amp;F + 
patient participation</p>",<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: other</p><p>Frequency: variable</p><p>Instructions for improvement: co-developed plans</p>,
Søndergaard 2002,2002,PUB,25735594,<p>Design: parallel cluster-RCT</p>,<p>Country: Denmark</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 292</p><p>N patients: 1650</p>,<p>Number of arms: 3</p><p>Description of groups: Control 1: A&amp;F on unrelated topic; Intervention 1: A&amp;F (patient count); Intervention 2: A&amp;F (aggregated)</p>,"<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review, administrative/billing data</p><p>Frequency: quarterly</p><p>Instructions for improvement: specific</p>",
Søndergaard 2003,2003,PUB,25735596,<p>Design: parallel cluster-RCT</p>,<p>Country: Denmark</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 299</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational material (clinical guidelines)</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Søndergaard 2006,2006,PUB,25735598,<p>Design: parallel cluster-RCT</p>,<p>Country: Denmark</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 30</p><p>N patients: 633</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational outreach/materials</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: co-developed plans</p>,
Tadrous 2020,2020,PUB,25735600,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: nursing homes</p><p>Speciality: long-term care</p><p>N health professionals: NR</p><p>N patients: 5363</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + academic detailing; Intervention 2: A&amp;F only</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>,
Thomas 2006,2006,PUB,25735602,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 370</p><p>N patients: NR</p>,"<p>Number of arms: 4</p><p>Description of groups: Control 1: no intervention; Intervention 1: A&amp;F; Control 2: reminders; Intervention 2: A&amp;F +
reminders</p>",<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: quarterly</p><p>Instructions for improvement: specific</p>,
Thomas 2007,2007,PUB,25735604,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: community-based continuity clinic</p><p>Speciality: internal medicine</p><p>N health professionals: 78</p><p>N patients: 483</p>,<p>Number of arms: 2</p><p>Description of groups: Control: education; Intervention: A&amp;F + education + patient reminders + instruction on patient registry</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: general</p>,
Tianviwat 2016,2016,PUB,25735606,<p>Design: parallel cluster-RCT</p>,<p>Country: Thailand</p><p>Setting: dental clinic</p><p>Speciality: NA</p><p>N health professionals: 45</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinical education</p>,<p>Clinical behaviour category: other</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: other</p><p>Frequency: semi-annually</p><p>Instructions for improvement: co-developed plans</p>,
Tierney 1986a,1986,PUB,25735608,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: internal medicine</p><p>N health professionals: 64</p><p>N patients: 6045</p>,<p>Number of arms: 2</p><p>Description of groups: Control 1: A&amp;F + chart reminders for compliance with Protocol B preventative measures; Control 2: chart reminders for compliance with Protocol A preventative measures; Intervention 1: A&amp;F for compliance with Protocol A preventative measures; Intervention 2: A&amp;F + chart reminders for compliance with Protocol A preventative measures</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: specific</p>,
Tierney 1986b,1986,PUB,25735610,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: internal medicine</p><p>N health professionals: 71</p><p>N patients: 6045</p>,<p>Number of arms: 2</p><p>Description of groups: Control 1: A&amp;F + chart reminders for compliance with Protocol A preventative measures; Control 2: chart reminders for compliance with Protocol B preventative measures; Intervention 1: A&amp;F for compliance with Protocol B preventative measures; Intervention 2: A&amp;F + chart reminders for compliance with Protocol B preventative measures</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: specific</p>,
Tija 2015,2015,PUB,25735612,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: nursing homes</p><p>Speciality: GP/family/internal medicine</p><p>N health professionals: NR</p><p>N patients: 5502</p>,<p>Number of arms: 3</p><p>Description of groups: Intervention 1: toolkit only; Intervention 2: toolkit plus feedback; Intervention 3: toolkit plus feedback plus detailing</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: NR</p>,
Trent 2019,2019,PUB,25735614,<p>Design: step wedge</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: emergency medicine</p><p>N health professionals: 23</p><p>N patients: 469</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: variable</p><p>Instructions for improvement: general</p>,
Trietsch 2017a,2017,PUB,25735616,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 197</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational meetings + educational materials + opinion leaders</p>,"<p>Clinical behaviour category: prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: co-developed plans</p>",
Trietsch 2017b,2017,PUB,25735618,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 197</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational meetings + educational materials + opinion leaders</p>,"<p>Clinical behaviour category: prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: co-developed plans</p>",
Tu 2009,2009,PUB,25735620,<p>Design: parallel cluster-RCT</p>,"<p>Country: Canada</p><p>Setting: hospital inpatient</p><p>Speciality: cardiology</p><p>N health professionals: NR</p><p>N patients: 20,039</p>",<p>Number of arms: 2</p><p>Description of groups: Intervention 1: early A&amp;F; Intervention 2: delayed A&amp;F</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Van Bruggen 2008,2008,PUB,25735622,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 1640</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + facilitated support + education</p>,"<p>Clinical behaviour category: prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: not reported/not applicable</p><p>Source: computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: co-developed plans</p>",
Van der Velden 2016,2016,PUB,25735624,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 169</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F  + patient educational materials + educational meeting + clinical practice guidelines</p>,"<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: administrative/billing data, other</p><p>Frequency: annually</p><p>Instructions for improvement: co-developed plans</p>",
Van der Weijden 1999,1999,PUB,25735626,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family physicians</p><p>N health professionals: 32</p><p>N patients: 3950</p>,<p>Number of arms: 2</p><p>Description of Groups: Control: guidelines; Intervention: A&amp;F + clinician &amp; patient educational materials + educational meetings + clinical practice guidelines + local opinion leader</p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: NR</p><p>Instructions for improvement: co-developed plans</p>,
Vellinga 2016,2016,PUB,25735628,<p>Design: parallel cluster-RCT</p>,<p>Country: Ireland</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 71</p><p>N patients: NR</p>,<p>Number of arms: 3</p><p>Description of groups: Control: coding workshop; Intervention 1: workshop + A&amp;F + reminder; Intervention 2: workshop + A&amp;F + reminder + educational materials</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>,
Veninga 1999,1999,PUB,25735630,<p>Design: parallel cluster-RCT</p>,"<p>Country: Netherlands, Norway, Sweden, Slovakia</p><p>Setting: Specialist and GP clinics</p><p>Speciality: GP/family</p><p>N health professionals: 665</p><p>N patients: NR</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + education meetings</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: variable</p><p>Frequency: variable</p><p>Instructions for improvement: co-developed plans</p>,
Verstappen 2003a,2003,PUB,25735635,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 174</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinical practice guidelines + educational meetings</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: co-developed plans</p>,
Verstappen 2003b,2003,PUB,25735637,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 174</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinical practice guidelines + educational meetings</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: co-developed plans</p>,
Verstappen 2004,2004,PUB,25735639,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 194</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + clinical practice guidelines + educational meetings; Intervention 2: A&amp;F only</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: co-developed plans</p>,
Vervloet 2016,2016,PUB,25735641,<p>Design: parallel cluster-RCT</p>,"<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 77</p><p>N patients: 154,250</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + electronic prescribing system (ICT) +  educational meeting</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: computerised search of charts</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Vingerhoets 2001,2001,PUB,25735643,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 60</p><p>N patients: 7286</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F  + educational materials</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: written</p><p>Source: patient-reported data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Von Lengerke 2019,2019,PUB,25735645,<p>Design: parallel cluster-RCT</p>,<p>Country: Germany</p><p>Setting: hospital inpatient</p><p>Speciality: emergency medicine</p><p>N health professionals: 1087</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: education session; Intervention: A&amp;F + tailored education sessions</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: computerised search of charts</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: not reported</p>,
Wadland 2007,2007,PUB,25735647,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family/internal medicine/obstetrics and gynaecology</p><p>N health professionals: 308</p><p>N patients: 1992</p>,<p>Number of arms: 2</p><p>Description of groups: Control: reminders; Intervention: A&amp;F</p>,"<p>Clinical behaviour category: referrals</p><p>Format of Audit &amp; Feedback: written</p><p>Source: patient-reported data, other</p><p>Frequency: quarterly</p><p>Instructions for improvement: not reported</p>",
Wahlström 2003,2003,PUB,25735649,<p>Design: parallel cluster-RCT</p>,"<p>Country: Laos</p><p>Setting: internal medicine, paediatrics, outpatient</p><p>Speciality: internal medicine/paediatrics</p><p>N health professionals: 122</p><p>N patients: 23,156</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: co-developed plans</p>,
Wald 2014,2014,PUB,25735651,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: inpatient services</p><p>N health professionals: NR</p><p>N patients: 13,499</p>",<p>Number of arms: 2</p><p>Description of groups: Intervention 1: education + 1 round of A&amp;F; Intervention 2: education + 2 rounds of A&amp;F</p>,"<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, computerised search of charts</p><p>Frequency: semi-annually/once</p><p>Instructions for improvement: general</p>",
Walsh 2007,2007,PUB,25735653,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: obstetrics</p><p>N health professionals: NR</p><p>N patients: 2871</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + multimodal quality improvement training + benchmarking</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: variable</p><p>Instructions for improvement: co-developed plans</p>,
Wang 2018,2018,PUB,25735655,<p>Design: parallel cluster-RCT</p>,<p>Country: China</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: 4800</p>,<p>Number of arms: 2</p><p>Description of groups: Control: usual practice + stroke registry participation; Intervention: evidence-based clinical pathway + written care protocols + quality coordinator + A&amp;F</p>,"<p>Clinical behaviour category: prescribing, screening</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: computerised search of charts</p><p>Frequency: variable</p><p>Instructions for improvement: specific</p>",
Ward 1996,1996,PUB,25735657,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 160</p><p>N patients: 386</p>,<p>Number of arms: 3</p><p>Description of groups: Intervention 1: A&amp;F + clinical practice guidelines; Intervention 2: A&amp;F + clinical practice guidelines + interview with GP; Intervention 3: A&amp;F + clinical practice guidelines + interview with nurse</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
