Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Gavara 2022,2022,PUB,26535203,<p>2-arm active-controlled randomised trial</p>,"<p>307 women were randomised in a hospital setting in the United States.</p><p>Inclusion criteria: women aged 18 years or older presenting for induction of labor at 37 weeks of gestation or more with an established plan for preinduction cervical ripening were screened for eligibility. Women with an unfavourable cervix, defined as having Bishop scores less than 6, with no contraindication for vaginal delivery were eligible for the trial.</p><p>Exclusion criteria: women were excluded if there was fetal death, prior uterine scar, major fetal congenital anomaly, nonreassuring fetal heart rate tracing, premature rupture of membranes, severe pre-eclampsia, chorioamnionitis, or active vaginal bleeding.</p>",<p>Osmotic cervical dilators vs. &lt; 50 µg oral misoprostol</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from Medicem Technology s.r.o., Czech Republic.</p>"
Ghanaie 2013,2013,PUB,26535206,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>72 women were randomised in a hospital setting in Iran.</p><p>Inclusion criteria: primiparous women with uncomplicated pregnancies and a gestational age of over 40 weeks. Participants were selected based on an ultrasound conducted before 20 weeks, confirming a singleton pregnancy with cephalic fetal presentation. Other requirements included a Bishop score between 4 and 5, an adequate amniotic fluid index (AFI), a regular fetal heart rate, and healthy membranes.</p><p>Exclusion criteria: women with regular uterine contractions, at least 45-second contractions in 10 minutes, history of headache, intolerance to isorbide mononitrate, serious cardio-pulmonary disease, pregnancy with placental abruption, umbilical cord prolapse, history of caesarean section or previous myomectomy, pelvic stenosis, cervical cancer based on pathology, irregular fetal heart rate pattern, tachycardia, bradycardia deceleration) multiple pregnancy, non-cephalic presentation of polyhydramnios, severe high blood pressure of the mother 110/160 and proteinuria +1), baby's weight over 3500 grams based on estimated fetal weight or ultrasound, hydrocephalus, and the small size of the mother.</p>",<p>Placebo vs. Nitric oxide donors</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Goonewardene 2014,2014,PUB,26535209,<p>2-arm active-controlled randomised trial</p>,"<p>152 women were randomised in a hospital setting in Sri Lanka.</p><p>Inclusion criteria: women with uncomplicated singleton pregnancies having a cephalic presentation and a cervix unfavourable for induction of labour (Bishop score &lt; 6) at a period of gestation of 40 weeks and 6 days.</p><p>Exclusion criteria: women with multiple pregnancies, malpresentation, pregnancies with previous caesarean section or any contraindication for normal delivery or for the use of misoprostol, or had received any prior intervention for ripening of the cervix.</p>",<p>Single balloon catheter vs. &lt; 50 µg oral misoprostol</p>,<p>See Suplementary material 14</p>,"<p>Funding source: misoprostol tablets used in this study were supplied by Dr. Kurian Joseph, Joseph’s Nursing Home, Chennai, India.</p>"
Grace 2021,2021,PUB,26535212,<p>2-arm active-controlled randomised trial</p>,"<p>420 women were randomised in a hospital setting in Singapore and Malaysia.</p><p>Inclusion criteria: pregnant women aged from 21 to 40 years old, with a singleton pregnancy and no major foetal anomaly who were suitable for vaginal delivery and scheduled for a planned inducton of labour from 37+0 to 41+6 weeks gestation were included into the study.</p><p>Exclusion criteria: women with spontaneous labour at start of planned induction, bishop score more than 6 and cervical dilation more than or equal to 3 cm at the start of induction or with confirmed rupture of membranes were excluded. Women with abnormal cardiotocograph at the start of induction, with any indication for caesarean delivery or a previous scarred uterus were also excluded.</p>",<p>Double balloon catheter vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported by funding from SingHealth DukeNUS OBGYN Academic Clinical Program (ACP) Grant.</p>
Grant 1992,1992,PUB,26535215,<p>2-arm controlled randomised trial&nbsp;</p>,<p>444 women were randomised in a hospital setting in the United Kingdom.</p><p>Inclusion criteria: primigravidae admitted at term with prelabour rupture of the membranes.</p><p>Exclusion criteria: multigravidae; Gestational age ≤ 36 weeks; Speculum examination revealed no amniotic fluid in the vagina Contractions occurring once in 10 min or more often Meconium-stained amniotic fluid; Multiple pregnancy; Breech presentation; Abnormal fetal heart rate trace on admission Pre-eclampsia; Known or suspected intrauterine growth retardation Diabetes mellitus; Any other significant medical disorder of pregnancy.</p>,<p>Expectant management vs. Oxytocin (alone)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Gupta 2022,2022,PUB,26535217,<p>2-arm active-controlled randomised trial</p>,"<p>674 women were randomised in a hospital setting in the United Kingdom.</p><p>Inclusion criteria: pregnant women scheduled for induction of labour who were ≥ 16 years of age, capable of providing informed consent, with a singleton pregnancy at ≥ 37+0 weeks’ gestation (determined by ultrasound dating scan), and with the fetus in a vertex presentation with intact membranes were eligible for inclusion.</p><p>Exclusion criteria: women already receiving oxytocin, those who had a diagnosis of fulminant preeclampsia or eclampsia, and those who had a contraindication to Dilapan-S or dinoprostone were ineligible.</p>",<p>Osmotic cervical dilators vs. Controlled-release dinoprostone vaginal pessary</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from Medicem Technology s.r.o., Czech Republic with an unrestricted research grant.</p>"
Haas 2019,2019,PUB,26535223,<p>2-arm active-controlled randomised trial</p>,"<p>319 women were randomised in a hospital setting in the United States.</p><p>Inclusion criteria: women who presented to the labor and delivery unit for delivery who required cervical ripening were eligible for the trial. Women ≥ 14 years of age undergoing either a medically indicated induction of labour at a gestational age beyond 37 0/7 weeks or an elective induction of labour after 39 weeks with a singleton pregnancy in the cephalic presentation, and a modified Bishop score 6 (commonly used as a cutoff for the need for cervical ripening), were eligible for enrollment.</p><p>Exclusion criteria: women were excluded if they had a known prior uterine scar, untreated cervical infection, known major fetal congenital anomaly, or evidence of fetal compromise (category 2 or 3 fetal tracings) before the start of the induction.</p>",<p>&lt; 50 µg vaginal misoprostol vs. &lt; 50 µg sublingual or buccal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: this work was supported solely by internal Department funds for resident research.</p>
Habib 2008,2008,PUB,26535228,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>102 women were randomised in an outpatient setting in Egypt.</p><p>Inclusion criteria: the participants were pregnant women who required labor induction for unfavorable cervices (Bishop Score less than 6) and who were in a condition appropriate for outpatient cervical ripening for 36 hours. Each had a singleton pregnancy with a live fetus at least 37 weeks of gestation, absence of uterine contractions, and intact membranes.</p><p>Exclusion criteria: fetal malpresentation, placenta previa, previous uterine incisions, or any contraindication of labour induction listed in the American College of Obstetricians and Gynecologists educational bulletin on labour induction</p>",<p>Nitric oxide donors vs. Placebo</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Hannah 1996,1996,PUB,26535230,<p>4-arm controlled randomised trial&nbsp;</p>,"<p>5,041 women were randomised in a hospital and community setting in Canada, the United Kingdom, Australia, Israel, Sweden, and Denmark.</p><p>Inclusion criteria: women who had ruptured membranes, were at ≥ 37 weeks’ gestation, and had a single fetus in a cephalic presentation.</p><p>Exclusion criteria: women were excluded from the study if they were in active labour, if there had been a previous, failed attempt to induce labour, or if there was a contraindication to either induction of labour (such as placenta previa) or expectant management (such as meconium staining of the amniotic fluid or chorioamnionitis).</p>",<p>Oxytocin (alone) vs. Expectant management (oxytocin) vs. Vaginal dinoprostone (tablet or gel) vs. Expectant management (vaginal dinoprostone)</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported by funding from the Medical Research Council of Canada (Grant No. MA-11392).</p>
Henry 2013,2013,PUB,26535240,<p>2-arm active-controlled randomised trial</p>,"<p>101 women were randomised in a hospital and community setting in Australia.</p><p>Inclusion criteria: women ≥ 18 years old with a gestational age of 37 weeks or more, requiring induction of labour with a cervical preparation procedure (Bishop Score &lt; 7 and cervical dilation &lt; 2 cm).</p><p>Exclusion criteria: 1) unsuitable for outpatient management, 2) unsuitable for randomisation to either prostaglandin E2 (e.g. previous caesarean section) or catheter use (e.g. latex allergy), or prior attempted induction of labour in this pregnancy, 3) no longer requiring cervical preparation (Bishop score ≥ 7 or cervical dilatation ≥ 2 cm), had ruptured membranes, or evidence of regular uterine contractions at time of booked induction, 4) multiple pregnancy or non-vertex presentation, 5) unable to give informed consent (e.g. secondary to insufficient English), or 6) consent was declined</p>",<p>Single balloon catheter vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Hosli 2008,2008,PUB,26535246,<p>2-arm active-controlled randomised trial</p>,"<p>107 women were randomised in a hospital setting in Switzerland.</p><p>Inclusion criteria: women at term (between 37 and 42 completed weeks of pregnancy), with singleton fetuses in vertex presentation and less than three spontaneous uterine contractions per 30 minutes.</p><p>Exclusion criteria: previous uterine surgery, placenta previa, fetal anomaly, known allergy against prostaglandins, maternal age &lt; 18 years and pathologic non-stress cardiotocogram prior to induction.</p>",<p>≥ 50 µg vaginal misoprostol vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,"<p>Funding source: the study was supported by funding from the scientific pool of the Department of Obstetrics and Gynecology, University of Basel, Switzerland.</p>"
Incerpi 2001,2001,PUB,26535248,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>120 women were randomised in an outpatient setting in the United States.</p><p>Inclusion criteria: (1) singleton gestation, (2) intact membranes, (3) Bishop score ≤ 4, (4) uterine contractions &lt; 8 per hour, (5) cephalic presentation, (6) estimated gestational age of at least 381/2 weeks by either first or second-trimester ultrasound, (7) normal amniotic fluid index measuring &gt; 5 cm and a reactive fetal heart rate pattern, and (8) good compliance with clinic appointments and home blood glucose monitoring.</p><p>Exclusion criteria: women who demonstrated any of the following were excluded from participation in the study: (1) multifetal gestation, (2) estimated fetal weight &gt; 4500 g or &lt; 2000 g, (3) prior uterine surgery, (4) rupture of membranes, (5) placenta previa or unexplained vaginal bleeding, (6) active genital herpes, glaucoma or elevated intraocular pressure, (7) hypersensitivity to prostaglandins (PGs) (8) significant renal, hepatic, or cardiovascular disease, (9) evidence of preeclampsia, (10) severe asthma, or (11) parity ≥ 6.</p>",<p>&lt; 50 µg vaginal misoprostol vs. Placebo</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Itoh 2021,2021,PUB,26535251,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>114 women were randomised in a hospital setting in Japan.</p><p>Inclusion criteria: (1) pregnant women at term ≥ 41 weeks 0 day and ≤ 41 weeks 6 days at the baseline visit; (2) women aged ≥ 20 at the screening visit; (3) candidates for pharmacological labour induction; (4) patients with insufficient cervical ripening, defined as baseline Bishop score ≤ 4 at baseline visit; (5) women with a singleton pregnancy with live fetus in the vertex presentation; and (6) patients with parity ≤ 3 (parity is defined as one or more live births or stillbirths after 22 weeks 0 day of gestation).</p><p>Exclusion criteria: (1) women in labour; (2) women with uterine or cervical scars, including scars from previous cesarean section and previous cone biopsy of the cervix and loop electrosurgical excision procedure; (3) women with uterine abnormality (e.g. bicornate uterus); and (4) women administered oxytocin, any cervical ripening or labour-inducing agents (including mechanical methods) or a tocolytic drug within 7 days prior to Investigational Medicinal Product (IMP) administration.</p>",<p>Controlled-release dinoprostone vaginal pessary vs. Placebo</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported by funding from Ferring Pharmaceutical.</p>
Jahromi 2016,2016,PUB,26535254,<p>2-arm active-controlled randomised trial</p>,"<p>200 women were randomised in a hospital setting in Iran.</p><p>Inclusion criteria: first singleton pregnancy, minimum gestational age of 37 weeks, cephalic presentation, having a live fetus, estimated fetal weight &lt; 4000 grams, and the Bishop score &lt; 7.</p><p>Exclusion criteria: hypersensitivity to prostaglandins, previous uterine scar, fetal congenital malformations, intrauterine growth restriction, non-reassuring fetal heart rate, gestational age &lt; 37 weeks, oligohydramnios (amniotic fluid index &lt; 5 cm), placenta previa, abnormal fetal presentation, and minimum Bishop score = 8. Additionally, women with diabetes, hypertension, hyperthyroidism, or epilepsy were all excluded from the study.</p>",<p>&lt; 50 µg sublingual or buccal misoprostol vs. &lt; 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported by funding from Shiraz University of Medical Sciences (Grant No. 90-5589).</p>
Jozwiak 2011,2011,PUB,26535258,<p>2-arm active-controlled randomised trial</p>,"<p>824 women were randomised in a hospital setting in the Netherlands.</p><p>Inclusion criteria: pregnant women scheduled for induction of labour beyond 37 weeks of gestation with a vital singleton pregnancy in cephalic presentation, intact membranes, and an unfavourable cervix (Bishop score &lt; 6).</p><p>Exclusion criteria: women younger than 18 years, with a previous caesarean section, placenta praevia, lethal fetal congenital anomaly, or known hypersensitivity for one of the products used for induction.</p>",<p>Single balloon catheter vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: no funding was sought for this study.</p>
Jozwiak 2013,2013,PUB,26535262,<p>2-arm active-controlled randomised trial</p>,"<p>232 women were randomised in a hospital setting in the Netherlands.</p><p>Inclusion criteria: women over 18 years of age with term pregnancy, requiring induction of labour at term with an unfavourable cervix (Bishop score &lt; 6).</p><p>Exclusion criteria: prior caesarean delivery, non-vertex presentation of the fetus, ruptured membranes, hypersensitivity to one of the products used for induction, or a lethal congenital anomaly of the fetus.</p>",<p>Single balloon catheter vs. Controlled-release dinoprostone vaginal pessary</p>,<p>See Suplementary material 14</p>,<p>Funding source: no funding was sought for this study.</p>
Khamaiseh 2012,2012,PUB,26535265,<p>2-arm active-controlled randomised trial</p>,"<p>414 women were randomised in a hospital setting in Jordan.</p><p>Inclusion criteria: women aged 15 years or more, pregnancy at term with singleton live fetus in vertex presentation, intact membranes and Bishop score &lt; 6.</p><p>Exclusion criteria: previous caesarean section or history of other uterine surgery, history of antepartum haemorrhage, non-vertex presentation, twin pregnancy, cephalo pelvic disproportion, acute fetal distress revealed by a non-stress test prior to induction, signs of infection, ruptured membranes, estimated fetal weight &gt; 4300, or known allergy to Prostaglandin.</p>",<p>Vaginal dinoprostone (tablet or gel) vs. Single balloon catheter</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Khoury 2001,2001,PUB,26535267,<p>3-arm active-controlled randomised trial</p>,<p>118 women were randomised in a hospital setting in the United States.</p><p>Inclusion criteria: (1) obstetric or medical indication for labour induction; (2) singleton gestation; (3) gestational age of ≥ 37 completed weeks by reliable dating criteria (a first- or second-trimester uterine examination and sonogram confirming the gestational age); (4) vertex presentation; (5) intact amniotic membranes; (6) bishop score of ≤ 4; and (7) reassuring fetal heart rate (FHR) pattern.</p><p>Exclusion criteria: (1) unexplained third-trimester vaginal bleeding or placenta previa; (2) non-reassuring FHR patterns; (3) active herpes simplex virus infection; (4) history of asthma or glaucoma; (5) a strong clinical suspicion of fetopelvic disproportion; (6) parity of ≥ 6; (7) ruptured membranes; (8) previous caesarean delivery or any type of uterine scar; and (9) macrosomia defined as an estimated fetal weight of &gt; 4000 g for diabetic patients and &gt; 4500 g for non-diabetic patients.</p>,<p>Controlled-release dinoprostone vaginal pessary vs. &lt; 50 µg vaginal misoprostol vs. ≥ 50 µg vaginal misoprostol (we did not include this group in the review)</p>,<p>See Suplementary material 14</p>,"<p>Funding source: study drugs used in this study and randomisation process were supplied by Rondell Jaggers, Pharm D. and Grace Williams, Pharm D.</p>"
Kidanto 2007,2007,PUB,26535270,<p>2-arm active-controlled randomised trial</p>,"<p>142 women were randomised in a hospital setting in Tanzania.</p><p>Inclusion criteria: singleton vertex presentation; gestational age &gt; 36 weeks.</p><p>Exclusion criteria: previous myomectomy, uteroplasty, or caesarean section.</p>",<p>&lt; 50 µg vaginal misoprostol vs. Oxytocin (alone)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Kim 2005,2005,PUB,26535272,<p>2-arm active-controlled randomised trial</p>,"<p>200 women were randomised in a hospital setting in South Korea.</p><p>Inclusion criteria: (1) pregnancy of 37 weeks or longer, which is an indication for induction, (2) singleton pregnancy, (3) parietal position pregnancy, (4) Bishop score of 5 or less, (5) normal fetal heartbeat, and (6) cases in which the amniotic membrane was not ruptured.</p><p>Exclusion criteria: (1) vaginal bleeding of unknown cause, (2) glaucoma, hypertension, etc., where prostaglandin use is contraindicated, (3) history of caesarean section, (4) membrane rupture, and (5) decline to participate in the trial.</p>",<p>Controlled-release dinoprostone vaginal pessary vs. Vaginal dinoprostone (tablet or gel)</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Kuper 2018,2018,PUB,26535274,<p>2-arm active-controlled randomised trial</p>,"<p>129 women were randomised in a hospital and community setting in the United States.</p><p>Inclusion criteria: low-risk parous women were offered elective induction of labour and included if they were at least 18 years old with a singleton fetus in vertex presentation and their estimated gestational age was between 39 0/7 and 42 0/7 weeks of gestation. Furthermore, women had to have reliable transportation, access to a telephone, and reside within 30 minutes of our hospital. Lastly, cervical examination immediately before enrollment had to be 3 cm or less dilation.</p><p>Exclusion criteria: fetal growth restriction (defined as estimated fetal weight less than the 10th percentile), oligohydramnios, polyhydramnios, prior caesarean delivery or uterine surgery involving the myometrium, chronic hypertension requiring more than one antihypertensive medication, diabetes mellitus other than White’s class A1, gestational hypertension, preeclampsia, hepatitis B or C infection, human immunodeficiency virus infection, fetal anomalies or demise, nonreassuring antenatal testing (defined as minimal or absent variability, abnormal baseline, or presence of decelerations), evidence of labour, and other serious medical conditions deemed by the attending physician to preclude outpatient cervical ripening. Non-English-speaking women were excluded because of our inability to provide 24-hour immediate telephone support in languages other than English.</p>",<p>Single balloon catheter vs. Balloon catheters plus oxytocin</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Kwon 2001,2001,PUB,26535277,<p>2-arm active-controlled randomised trial</p>,"<p>160 women were randomised in a hospital setting in Canada.</p><p>Inclusion criteria: all women requiring induction of labour at or beyond term (37-42 weeks of gestation).</p><p>Exclusion criteria: previous uterine scar, oligohydramnios (amniotic fluid index &lt; 2.5th centile), intrauterine growth restriction (estimated fetal weight &lt; 10th centile), prelabour rupture of membranes, multifetal pregnancy, and cervix favourable for amniotomy.</p>",<p>50 µg oral misoprostol vs. ≥ 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Lemyre,,MIX,26535280,<p>2-arm active-controlled randomised trial</p>,"<p>62 women were randomised in a hospital setting in France.</p><p>Inclusion criteria: gestational age &gt; 37 weeks, single fetus in cephalic presentation, normal fetal reactivity, Bishop score ≤ 5, age 18 years and over.</p><p>Exclusion criteria: ruptured membranes, major fetal anomalies, placenta previa or bottom inserted, third-trimester haemorrhage, positive HIV, hepatitis B or C serology, active genital herpes lesions, hypersensitivity to prostaglandins, contraindication to vaginal delivery, inability to provide informed consent, parity &gt; 6, Fetal death, anterior uterine incision, chorioamnionitis, glaucoma, epilepsy, heart or vascular disease, renal or liver failure, and severe polyhydramnios.</p>",<p>Single balloon catheter vs. &lt; 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Levine 2016,2016,PUB,26535283,<p>4-arm active-controlled randomised trial</p>,"<p>491 women were randomised in a hospital setting in the United States.</p><p>Inclusion criteria: participants were at least 18 years of age with a full-term (37 weeks of gestation or greater), singleton gestation in cephalic presentation. Both nulliparous and multiparous women were included. Women were required to have intact membranes, a Bishop score of 6 or less, and cervical dilation of 2 cm or less.</p><p>Exclusion criteria: women were excluded if there was a contraindication to a vaginal delivery or to misoprostol, fetal demise, or major fetal anomaly. Non–English-speaking women, women with human immunodeficiency virus, and women with medical conditions requiring an assisted second stage were also excluded. Additional exclusion criteria were as follows: category 3 fetal heart rate tracing; hemolysis elevated liver enzymes, and low platelet count syndrome or eclampsia; growth restriction less than the 10th percentile (based on Hadlock growth curves) with reversal of flow in umbilical artery Doppler studies; and growth restriction less than the fifth percentile with elevated, absent, or reversal of flow in umbilical artery Doppler studies.</p>",<p>&lt; 50 µg vaginal misoprostol vs. Balloon catheters plus &lt; 50 µg vaginal misoprostol vs. Single balloon catheter vs. Balloon catheters plus oxytocin</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported in part by a career development award in Women’s Reproductive Health (Research: K12-HD001265-15) and the Maternal and Child Health Research fund from the University of Pennsylvania.</p>
Levy 2007,2007,PUB,26535287,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>130 women were randomised in a hospital setting in Israel.</p><p>Inclusion criteria: gestational age ≥ 37 weeks, singletons in cephalic presentation, premature rupture of membranes ≤ 4 hours without contractions and a Bishop score ≤ 5.</p><p>Exclusion criteria: parity of three or more, prior uterine scar, meconium-stained amniotic fluid, maternal temperature &gt; 37.5 C, or the presence of a non-reassuring fetal heart rate tracing. The interval of ≤ 4 hours was chosen in order to avoid a potential early versus late treatment bias.</p>",<p>50 µg oral misoprostol vs. Placebo</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Lo 2006,2006,PUB,26535290,<p>2-arm active-controlled randomised trial</p>,"<p>50 women were randomised in a hospital setting in Hong Kong.</p><p>Inclusion criteria: women admitted with an obstetric or medical indication for labour induction and fulfilling the following criteria were included: (1) gestation of ≥ 37 weeks ascertained by dating scan before 20 weeks of gestation, (2) nulliparity, (3) having a live single conceptus in a cephalic presentation, (4) Bishop score &gt; 5, and (5) normal 30-minute foetal heart tracing. Only nulliparous women were included to eliminate the confounding effect of parity and enhance patient safety.</p><p>Exclusion criteria: women with the following conditions were excluded: (1) known hypersensitivity or any contraindication to prostaglandins (eg glaucoma), (2) previous uterine scar, and (3) any confirmed or suspected membrane rupture.</p>",<p>50 µg sublingual or buccal misoprostol vs. Oxytocin plus amniotomy</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Mahmood 1995,1995,PUB,26535292,<p>2-arm controlled randomised trial&nbsp;</p>,"<p>100 women were randomised in a hospital setting in the United Kingdom.</p><p>Inclusion criteria: women with spontaneous rupture of the membrane and singleton uncomplicated pregnancies, cephalic presentation, and no uterine activity.</p><p>Exclusion criteria: women were excluded from the study if they had any of the following conditions: previous serious antepartum haemorrhage, fetal growth retardation, diabetes mellitus, Rh immunization, moderate preeclampsia, history of venereal disease, previous caesarean delivery, temperature above 37.5 <sup>o</sup>C on admission, ruptured membranes for longer than 12 hours, or meconium-stained amniotic fluid (AF) on admission.</p>",<p>Vaginal dinoprostone (tablet or gel) vs. Expectant management</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Matega,,MIX,26535294,<p>2-arm active-controlled randomised trial</p>,"<p>177 women were randomised in a hospital setting in the Democratic Republic of Congo.</p><p>Inclusion criteria: nulliparous, primiparous and multiparous who controlled their date of last menstruation, and who had a term progressive pregnancy, mono-fetal, with fetal heart rate in the standards (110-160 beats per minute), cephalic presentation, without medical or obstetric indication of labour induction and having signed the informed consent.</p><p>Exclusion criteria: pregnant women who had already delivered more than five times, twin pregnancy, hypertensive disorders, diabetes, presentation other than cephalic, FHR anomaly before onset, large pregnant uterus, placenta previa, scarred or fibromyomatous uterus, anomalies of the maternal pelvis and cases of fetal death.</p>",<p>50 µg oral misoprostol vs. ≥ 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
McKenna 2004,2004,PUB,26535297,<p>2-arm placebo-controlled randomised trial&nbsp;</p>,"<p>68 women were randomised in an outpatient setting in the United States.</p><p>Inclusion criteria: women older than 18 years who had completed at least 40 weeks of pregnancy, with a Bishop score of less than 9, and a well-dated pregnancy were eligible for inclusion.</p><p>Exclusion criteria: any current obstetric indication for induction of labour, including oligohydramnios defined as an amniotic fluid index of less than 5.0 cm, ruptured membranes, the presence of any contraindication to a trial of labour including fetal malpresentation or vaginal bleeding, multiple gestation, regular uterine contractions defined as 10 or more per hour, and a history of a prior caesarean delivery.</p>",<p>&lt; 50 µg vaginal misoprostol vs. Placebo</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
Moraes Filho 2010,2010,PUB,26535299,<p>2-arm active-controlled randomised trial</p>,"<p>240 women were randomised in a hospital setting in Brazil.</p><p>Inclusion criteria: an unfavourable cervix (Bishop score &lt; 6) and normal fetal heart rate.</p><p>Exclusion criteria: multiple gestations, non-cephalic presentation, previous caesarean delivery or uterine scar, rupture of membranes, antepartum bleeding, genital herpes infection, fetal death, placenta previa or previous attempts to induce labour.</p>",<p>&lt; 50 µg vaginal misoprostol vs. Balloon catheters plus oxytocin</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported by funding from CAPES (an institution of the Brazilian Government for the improvement of human resources in university)</p>
Mundle 2017,2017,PUB,26535302,<p>2-arm active-controlled randomised trial</p>,"<p>602 women were randomised in a hospital setting in India.</p><p>Inclusion criteria: we included women who were at least 18 years of age, at 20 weeks’ gestation or later with a live fetus, and in whom the decision had been made to induce vaginal birth because of pre-eclampsia or hypertension.</p><p>Exclusion criteria: we excluded women who were unable to give informed consent, those with a history of caesarean section, multiple pregnancy, ruptured membranes, clinically diagnosed chorioamnionitis, or a history of allergy to misoprostol.</p>",<p>Single balloon catheter vs. &lt; 50 µg oral misoprostol</p>,<p>See Suplementary material 14</p>,"<p>The authors of this study made their raw data available to the public. We only kept data of women at or beyond 37 weeks of gestational age. After applying this criterion, we discovered that the dataset only contained information about women who had not undergone a previous caesarean section. Finally, we used the data from 475 women.</p><p>Funding source: the study was supported by funding from Medical Research Council, Department for International Development, and Wellcome Trust Joint Global Health Trials Scheme.</p>"
Nassar 2007,2007,PUB,26535311,<p>2-arm active-controlled randomised trial</p>,"<p>170 women were randomised in a hospital setting in Lebanon.</p><p>Inclusion criteria: women with live singletons in cephalic presentation at ≥ 37 weeks of gestation admitted with a medical or obstetric indication for labour induction and with a Bishop score of &lt; 8.</p><p>Exclusion criteria: active labour, previous caesarean section or uterine scar, known contraindications to prostaglandin use (e.g. asthma), grand multiparity (five or more), fetal congenital malformations, nonreassuring fetal heart tracing (NRFH), and significant fetal or maternal concerns (e.g. intrauterine growth restriction, severe preeclampsia). Active labour was defined as cervical dilation of ≥ 3 cm and regular contractions. NRFH was defined as late or severe variable decelerations, tachycardia, or loss of beat-to-beat variability.</p>",<p>50 µg sublingual or buccal misoprostol vs. ≥ 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: the study was supported by funding from the University Research Board (URB) at the American University of Beirut.</p>
Nopdonrattakoon 2003,2003,PUB,26535314,<p>2-arm active-controlled randomised trial</p>,"<p>106 women were randomised in a hospital setting in Thailand.</p><p>Inclusion criteria: all women requiring elective induction of labour at or beyond term (37–42 completed weeks of gestation with ultrasound confirmed date), which coordinated with the study were assessed for entry into the study. Inclusion criteria included singleton pregnancy with parity of not more than 4, vertex presentation, normal fetal heart rate tracing, initial Bishop score ≤ 4, no premature contraction, and no premature rupture of membranes.</p><p>Exclusion criteria: women with previous uterine surgery including a previous caesarean section, with significant fetal or medical concern or known contraindications to the use of prostaglandins were excluded.</p>",<p>50 µg oral misoprostol vs. ≥ 50 µg vaginal misoprostol</p>,<p>See Suplementary material 14</p>,<p>Funding source: source(s) of funding for the study were not reported.</p>
