Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Varaklis 1994,1994,PUB,26537078,<p>2-arm active-controlled randomised trial</p>,<p>50 women</p><p>Eligibility criteria: women with Bishop score &lt; 5.</p>,<p>25 µg vaginal misoprostol Vs Intracervical dinoprostone</p>,<p>Uterine activity.</p>,<p>Unable to find contact of authors to confirm unclear information.</p>
Veligati 1998,1998,PUB,26537080,<p>2-arm active-controlled randomised trial</p>,<p>200 women</p><p>Eligibility criteria: no information</p>,<p>Controlled-release vaginal dinoprostone Vs Vaginal dinoprostone</p>,"<p>Bishop score, uterine hyperstimulation, mode of delivery, APGAR score, and neonatal intensive care unit admission.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Wang 2012,2012,PUB,26537082,<p>2-arm active-controlled randomised trial</p>,"<p>252 women</p><p>Eligibility criteria: full-term singleton pregnancies with cephalic presentation, signs indicating the need for labour induction, intact amniotic sac, cervical Bishop score &lt; 6, no contraindications for vaginal delivery, and willingness to trial vaginal delivery.</p>",<p>Controlled-release dinoprostone vaginal pessary Vs Balloon catheter</p>,"<p>Mode of delivery, Bishop score, postpartum haemorrhage, vaginal delivery within 24 hours, time from induction to delivery, and oxytocin augmentation.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Wang 2014,2014,PUB,26537084,<p>2-arm active-controlled randomised trial</p>,"<p>126 women</p><p>Inclusion criteria: gestational age beyond 37 0/7 weeks, singleton pregnancy with vertex presentation, Bishop Score ≤ 6, intact membranes, no documented uterine contractions, no prior C-section delivery history, and reassuring antenatal fetal testing, including a non-stress test (NST) showing fetal activity and a negative oxytocin challenge test (OCT) upon study entry.</p><p>Exclusion criteria: women with antepartum bleeding, chorioamnionitis, placenta previa, or any other contraindication to vaginal delivery. Additionally, patients with a documented prostaglandin allergy, history of maternal asthma, vaginitis or cervicitis at presentation, and/or a history of glaucoma.</p>",<p>Balloon catheter Vs Controlled-release dinoprostone vaginal pessary</p>,"<p>Bishop score, uterine hyperstimulation, oxytocin augmentation, time from induction to delivery, mode of delivery, postpartum haemorrhage, blood loss, APGAR score, and neonatal intensive care unit admission.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Ward 1991,1991,PUB,26537086,<p>3-arm active-controlled randomised trial</p>,<p>106 women</p><p>Eligibility criteria: no information</p>,<p>Vaginal dinoprostone Vs Amnitotomy Vs Amnitotomy plus oxytocin</p>,<p>Time to second stage of labour.</p>,<p>Unable to find contact of authors to confirm unclear information.</p>
Wasim 2008,2008,PUB,26537088,<p>2-arm active-controlled randomised trial</p>,"<p>200 women</p><p>Inclusion criteria: live singleton pregnancies in cephalic presentations at ≥ 37 weeks of gestation admitted in the obstetric or medical indication of induction with a bishop score of &lt; 6.</p><p>Exclusion criteria: grand multiparty (Para five or more), fetal congenital malformation, previous caesarean section, abnormal fetal heart rate tracing (late or severe variable decelerations, fetal tachycardia and loss of beat-to-beat variability) and significant fetal and maternal disorders (intrauterine growth restriction, severe pre-eclampsia).</p>",<p>Vaginal dinoprostone Vs 50 µg vaginal misoprostol</p>,"<p>Vaginal delivery within 24 hours, mode of delivery, uterine hyperstimulation, APGAR score, and neonatal intensive care unit admission.</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Webb 1997,1997,PUB,26537090,<p>3-arm active-controlled randomised trial</p>,"<p>100 women</p><p>Inclusion criteria: women with an indication 1 or labour induction in the 3rd trimester and with a Bishop score &lt;5.</p><p>Exclusion criteria: contraction frequency &gt; 6 / hour, multiple gestations, breech, uterine scar other than a single low transverse, or parity ≥ 5.</p>",<p>Vaginal dinoprostone Vs Intracervical dinoprostone Vs 50 µg vaginal misoprostol</p>,"<p>Time from induction to delivery, mode of delivery, side effects, requiring terbutaline, and uterine hyperstimulation.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Witter 1987,1987,PUB,26537092,<p>2-arm controlled randomised trial</p>,<p>200 women</p><p>Eligibility criteria: pregnancy reaching 41 completed weeks of gestation</p>,<p>Expectant management Vs Oxytocin plus amniotomy</p>,<p>Mode of delivery and APGAR score.</p>,"<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Witter 1992,1992,PUB,26537094,<p>2-arm placebo-controlled randomised trial</p>,"<p>81 women</p><p>Eligibility criteria: women with a singleton pregnancy of 37 weeks gestation or more in cephalic presentation. Eligible participants were either nulliparous or multiparous with up to three previous viable infants and had a medical or obstetric indication for induction. Additional requirements were a Bishop score of 4 or less on admission, a reactive fetal nonstress test, no previous uterine scars, no vaginal bleeding, intact membranes or premature rupture of membranes for 4 hours or less at the time of pessary insertion, no fever, and no allergy to prostaglandins. Participants could not have a history of asthma or glaucoma, except for childhood asthma without adult recurrences, and must show no evidence of fetal distress, spontaneous labour, or clinical hydramnios confirmed by ultrasonography. They should not have used aspirin, nonsteroidal anti-inflammatory drugs, or acetaminophen within 4 hours before pessary insertion or at any time thereafter. Lastly, participants with an underlying maternal cardiac lesion that might be at risk from the potential hypotensive effects of prostaglandin E2 were excluded.</p>",<p>Placebo Vs Controlled-release dinoprostone vaginal pessary</p>,"<p>Mode of delivery, Bishop score, time from induction to vaginal delivery, oxytocin augmentation, and uterine hyperstimulation.</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Wu 2018,2018,PUB,26537097,<p>2-arm active-controlled randomised trial</p>,"<p>120 women</p><p>Inclusion criteria: (1) 18–40 years old; (2) 37 +0 –41 +6 gestational weeks; (3) Bishop score ≤6 before labour induction; (4) single alive fetus with the cephalic presentation; (5) in cephalometric proportion; (6) without premature rupture of membrane; (7) nonstress test reaction type before labour induction.</p><p>Exclusion criteria: women with serve maternal complications and could not tolerate or undergo vaginal<br>delivery, including (1) placenta previa, vasa previa and antepartum haemorrhage; (2) invasive cervical carcinoma; (3) untreated human immunodeficiency virus infection; (4) allergic to induction drugs.</p>",<p>Balloon catheter Vs Oxytocin</p>,"<p>Postpartum haemorrhage, cervical laceration, uterine rupture, puerperal infection, neonatal asphyxia,<br>neonatal infection and meconium aspiration syndrome, and Apgar score.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Yazdani 2010,2010,PUB,26537099,<p>2-arm active-controlled randomised trial</p>,"<p>100 women</p><p>Inclusion criteria: women with a singleton pregnancy, gestational age between 40 and 42 weeks, cephalic presentation, intact amniotic sac, and a Bishop score of less than 5.</p><p>Exclusion criteria: women with a history of uterine surgery, placental infection, fetal distress, a fetal weight of 4500 grams, or a history of diabetes.</p>",<p>Vaginal dinoprostone Vs Balloon catheter</p>,"<p>Oxytocin augmentation, Bishop score, mode of delivery, uterine hyperstimulation, and APGAR score.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Yazdani 2012,2012,PUB,26537102,<p>2-arm active-controlled randomised trial</p>,"<p>99 women</p><p>Inclusion criteria: women with a singleton pregnancy and cephalic presentation who experienced rupture of membranes less than 4 hours ago. These women had parity of 1 or 2, an adequate pelvic exam (no cephalopelvic disproportion), and a normal fetal cardiogram.</p><p>Exclusion criteria: women with a history of uterine surgery, fetal distress, amniotic fluid meconium, estimated fetal weight over 4 kg, pregnancy beyond 41 weeks, umbilical cord prolapse, vaginal bleeding, history of diabetes, hypertension, chronic pre-eclampsia, symptoms of chorioamnionitis, fever, maternal tachycardia, or abnormal fetal heart rate.</p>",<p>50 µg oral misoprostol Vs Placebo</p>,"<p>Time from induction to delivery, mode of delivery, uterine hyperstimulation, and APGAR score</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Yazdizadeh 2013,2013,PUB,26537105,<p>2-arm placebo-controlled randomised trial</p>,"<p>90 women</p><p>Inclusion criteria: primiparous women of age 18‑35 years, Bishop score ≤5, confirmed gestational age with a sonogram in the early weeks of gestation, body mass index (BMI) in the first trimester between 19.8 and 26, cephalic presentation, singleton fetus, having a normal non‑stress test or biophysical test in the past 48 h, and gestational age of 40‑42 weeks.</p><p>Exclusion criteria: women with a history of headaches, alcohol abuse, polyhydramnios, placenta previa, or probability of placenta abruption, or any contraindication for induction of labour</p>",<p>40 mg nitric oxide donor Vs Placebo</p>,"<p>Bishop score, time from induction to delivery, APGAR score, mode of delivery, and side effects.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
