Analysis number,Analysis name,Test number,Test name,Subgroup by,Subgroup item,Subgroup,Study,TP,FP,FN,TN,Sensitivity,Sens CI start,Sens CI end,Specificity,Spec CI start,Spec CI end
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Augustin 2015,17,1,9,13,0.653846,0.443328,0.827856,0.928571,0.661316,0.998193
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Banini 2022,9,33,7,93,0.5625,0.298777,0.802466,0.738095,0.652302,0.81236
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Bureau 2008,68,5,8,69,0.894737,0.803083,0.953447,0.932432,0.849321,0.977699
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Colecchia 2012,30,1,35,34,0.461538,0.337021,0.589675,0.971429,0.850828,0.999277
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Dajti 2022,30,7,30,128,0.5,0.368062,0.631938,0.948148,0.896083,0.978902
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Gomez-Escolar 2013,40,1,4,6,0.909091,0.783314,0.974671,0.857143,0.421277,0.99639
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Grgurević 2016,10,1,1,8,0.909091,0.58722,0.997701,0.888889,0.517503,0.997191
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Grgurević 2022,31,5,9,31,0.775,0.615488,0.891603,0.861111,0.705025,0.953322
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,He 2022,45,0,5,51,0.9,0.781865,0.966725,1.0,0.930223,1.0
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Hong 2013,30,6,6,17,0.833333,0.671884,0.93628,0.73913,0.515948,0.897714
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Jachs 2022,119,11,69,103,0.632979,0.559752,0.701939,0.903509,0.833907,0.950841
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Jachs 2023,19,3,13,16,0.59375,0.406449,0.763016,0.842105,0.604216,0.966174
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Jindal 2022,258,30,222,116,0.5375,0.49174,0.582795,0.794521,0.719844,0.856862
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Kumar 2017,219,16,59,32,0.78777,0.734953,0.834336,0.666667,0.515892,0.796041
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Lemoine 2008 (alcoholic aetiology),36,1,4,7,0.9,0.763362,0.972075,0.875,0.47349,0.99684
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Lemoine 2008 (viral aetiology),21,3,13,7,0.617647,0.43564,0.778335,0.7,0.347547,0.933261
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Levick 2019,3,0,1,9,0.75,0.194121,0.993691,1.0,0.663733,1.0
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Maruyama 2016,9,0,7,6,0.5625,0.298777,0.802466,1.0,0.540741,1.0
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Odriozola 2023,13,2,16,53,0.448276,0.264455,0.643061,0.963636,0.874736,0.995565
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Podrug 2022,27,4,13,32,0.675,0.508705,0.814271,0.888889,0.739389,0.968884
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Procopet 2015b (training group),55,25,3,75,0.948276,0.856196,0.989203,0.75,0.653447,0.83122
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Procopet 2015b (validation group),13,9,2,20,0.866667,0.595397,0.983424,0.689655,0.491677,0.847154
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Reiberger 2012,227,38,49,188,0.822464,0.772174,0.865677,0.831858,0.776597,0.878181
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Salzl 2014,38,4,4,13,0.904762,0.773775,0.973436,0.764706,0.501006,0.931892
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Schwabl 2015,44,15,3,100,0.93617,0.824608,0.986639,0.869565,0.794007,0.925121
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Taru 2023,14,0,11,37,0.56,0.349281,0.755977,1.0,0.90511,1.0
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Vizzutti 2007,46,1,1,13,0.978723,0.887062,0.999461,0.928571,0.661316,0.998193
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Zhang 2022,78,9,29,21,0.728972,0.634474,0.810385,0.7,0.506041,0.852655
1,LSM by VCTE (CSPH) any cut-off,1,"LSM by VCTE (CSPH) ""any cut-off""",None,,,Zykus 2015,69,4,9,25,0.884615,0.792232,0.945859,0.862069,0.683359,0.961105
2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,None,,,Bureau 2008,71,12,5,62,0.934211,0.853109,0.978295,0.837838,0.733864,0.913301
2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,None,,,Colecchia 2012,65,34,0,1,1.0,0.944829,1.0,0.028571,7.23E-4,0.149172
2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,None,,,Procopet 2015b (training group),55,25,3,75,0.948276,0.856196,0.989203,0.75,0.653447,0.83122
2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,None,,,Procopet 2015b (validation group),13,9,2,20,0.866667,0.595397,0.983424,0.689655,0.491677,0.847154
2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,None,,,Vizzutti 2007,46,1,1,13,0.978723,0.887062,0.999461,0.928571,0.661316,0.998193
2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,None,,,Zhang 2022,78,9,29,21,0.728972,0.634474,0.810385,0.7,0.506041,0.852655
2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,2,LSM by VCTE (CSPH) cut-off 11.4-14.4 kPa,None,,,Zykus 2015,78,13,0,16,1.0,0.953807,1.0,0.551724,0.356939,0.735545
3,LSM by VCTE (CSPH) cut-off 15-18 kPa,3,LSM by VCTE (CSPH) cut-off 15-18 kPa,None,,,Bureau 2008,71,9,5,65,0.934211,0.853109,0.978295,0.878378,0.781639,0.94285
3,LSM by VCTE (CSPH) cut-off 15-18 kPa,3,LSM by VCTE (CSPH) cut-off 15-18 kPa,None,,,Colecchia 2012,62,11,3,24,0.953846,0.870989,0.990379,0.685714,0.50712,0.831483
3,LSM by VCTE (CSPH) cut-off 15-18 kPa,3,LSM by VCTE (CSPH) cut-off 15-18 kPa,None,,,Gomez-Escolar 2013,40,1,4,6,0.909091,0.783314,0.974671,0.857143,0.421277,0.99639
3,LSM by VCTE (CSPH) cut-off 15-18 kPa,3,LSM by VCTE (CSPH) cut-off 15-18 kPa,None,,,Grgurević 2022,36,10,4,25,0.9,0.763362,0.972075,0.714286,0.536955,0.853645
3,LSM by VCTE (CSPH) cut-off 15-18 kPa,3,LSM by VCTE (CSPH) cut-off 15-18 kPa,None,,,Jachs 2023,27,9,5,10,0.84375,0.672121,0.94725,0.526316,0.288643,0.755526
3,LSM by VCTE (CSPH) cut-off 15-18 kPa,3,LSM by VCTE (CSPH) cut-off 15-18 kPa,None,,,Reiberger 2012,227,38,49,188,0.822464,0.772174,0.865677,0.831858,0.776597,0.878181
3,LSM by VCTE (CSPH) cut-off 15-18 kPa,3,LSM by VCTE (CSPH) cut-off 15-18 kPa,None,,,Salzl 2014,38,4,4,13,0.904762,0.773775,0.973436,0.764706,0.501006,0.931892
3,LSM by VCTE (CSPH) cut-off 15-18 kPa,3,LSM by VCTE (CSPH) cut-off 15-18 kPa,None,,,Schwabl 2015,44,15,3,100,0.93617,0.824608,0.986639,0.869565,0.794007,0.925121
3,LSM by VCTE (CSPH) cut-off 15-18 kPa,3,LSM by VCTE (CSPH) cut-off 15-18 kPa,None,,,Zykus 2015,69,4,9,25,0.884615,0.792232,0.945859,0.862069,0.683359,0.961105
4,LSM by VCTE (CSPH) cut-off 20-23 kPa,4,LSM by VCTE (CSPH) cut-off 20-23 kPa,None,,,Augustin 2015,19,3,7,11,0.730769,0.522126,0.884268,0.785714,0.492024,0.953421
4,LSM by VCTE (CSPH) cut-off 20-23 kPa,4,LSM by VCTE (CSPH) cut-off 20-23 kPa,None,,,Banini 2022,9,33,7,93,0.5625,0.298777,0.802466,0.738095,0.652302,0.81236
4,LSM by VCTE (CSPH) cut-off 20-23 kPa,4,LSM by VCTE (CSPH) cut-off 20-23 kPa,None,,,Bureau 2008,68,5,8,69,0.894737,0.803083,0.953447,0.932432,0.849321,0.977699
4,LSM by VCTE (CSPH) cut-off 20-23 kPa,4,LSM by VCTE (CSPH) cut-off 20-23 kPa,None,,,Colecchia 2012,52,4,13,31,0.8,0.682312,0.888984,0.885714,0.732622,0.967969
4,LSM by VCTE (CSPH) cut-off 20-23 kPa,4,LSM by VCTE (CSPH) cut-off 20-23 kPa,None,,,Grgurević 2022,31,5,9,31,0.775,0.615488,0.891603,0.861111,0.705025,0.953322
4,LSM by VCTE (CSPH) cut-off 20-23 kPa,4,LSM by VCTE (CSPH) cut-off 20-23 kPa,None,,,Hong 2013,30,6,6,17,0.833333,0.671884,0.93628,0.73913,0.515948,0.897714
4,LSM by VCTE (CSPH) cut-off 20-23 kPa,4,LSM by VCTE (CSPH) cut-off 20-23 kPa,None,,,Kumar 2017,219,16,59,32,0.78777,0.734953,0.834336,0.666667,0.515892,0.796041
4,LSM by VCTE (CSPH) cut-off 20-23 kPa,4,LSM by VCTE (CSPH) cut-off 20-23 kPa,None,,,Lemoine 2008 (viral aetiology),21,3,13,7,0.617647,0.43564,0.778335,0.7,0.347547,0.933261
4,LSM by VCTE (CSPH) cut-off 20-23 kPa,4,LSM by VCTE (CSPH) cut-off 20-23 kPa,None,,,Procopet 2015b (training group),52,12,6,88,0.896552,0.788314,0.961079,0.88,0.799765,0.936431
4,LSM by VCTE (CSPH) cut-off 20-23 kPa,4,LSM by VCTE (CSPH) cut-off 20-23 kPa,None,,,Procopet 2015b (validation group),12,1,3,28,0.8,0.519109,0.956688,0.965517,0.822355,0.999127
4,LSM by VCTE (CSPH) cut-off 20-23 kPa,4,LSM by VCTE (CSPH) cut-off 20-23 kPa,None,,,Zykus 2015,58,0,20,29,0.74359,0.632142,0.83581,1.0,0.880555,1.0
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,Augustin 2015,17,1,9,13,0.653846,0.443328,0.827856,0.928571,0.661316,0.998193
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,Colecchia 2012,30,1,35,34,0.461538,0.337021,0.589675,0.971429,0.850828,0.999277
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,Dajti 2022,30,7,30,128,0.5,0.368062,0.631938,0.948148,0.896083,0.978902
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,Grgurević 2022,22,2,18,34,0.55,0.384907,0.707411,0.944444,0.813364,0.9932
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,He 2022,45,0,5,51,0.9,0.781865,0.966725,1.0,0.930223,1.0
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,Jachs 2022,119,11,69,103,0.632979,0.559752,0.701939,0.903509,0.833907,0.950841
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,Jachs 2023,19,3,13,16,0.59375,0.406449,0.763016,0.842105,0.604216,0.966174
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,Jindal 2022,258,30,222,116,0.5375,0.49174,0.582795,0.794521,0.719844,0.856862
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,Levick 2019,3,0,1,9,0.75,0.194121,0.993691,1.0,0.663733,1.0
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,Odriozola 2023,13,2,16,53,0.448276,0.264455,0.643061,0.963636,0.874736,0.995565
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,Podrug 2022,27,4,13,32,0.675,0.508705,0.814271,0.888889,0.739389,0.968884
5,LSM by VCTE (CSPH) cut-off 25-28 kPa,5,LSM by VCTE (CSPH) cut-off 25-28 kPa,None,,,Taru 2023,14,0,11,37,0.56,0.349281,0.755977,1.0,0.90511,1.0
6,LSM by VCTE (CSPH) cut-off 25 kPa,6,LSM by VCTE (CSPH) cut-off 25 kPa,None,,,Augustin 2015,17,1,9,13,0.653846,0.443328,0.827856,0.928571,0.661316,0.998193
6,LSM by VCTE (CSPH) cut-off 25 kPa,6,LSM by VCTE (CSPH) cut-off 25 kPa,None,,,Colecchia 2012,30,1,35,34,0.461538,0.337021,0.589675,0.971429,0.850828,0.999277
6,LSM by VCTE (CSPH) cut-off 25 kPa,6,LSM by VCTE (CSPH) cut-off 25 kPa,None,,,Dajti 2022,30,7,30,128,0.5,0.368062,0.631938,0.948148,0.896083,0.978902
6,LSM by VCTE (CSPH) cut-off 25 kPa,6,LSM by VCTE (CSPH) cut-off 25 kPa,None,,,He 2022,45,0,5,51,0.9,0.781865,0.966725,1.0,0.930223,1.0
6,LSM by VCTE (CSPH) cut-off 25 kPa,6,LSM by VCTE (CSPH) cut-off 25 kPa,None,,,Jachs 2022,119,11,69,103,0.632979,0.559752,0.701939,0.903509,0.833907,0.950841
6,LSM by VCTE (CSPH) cut-off 25 kPa,6,LSM by VCTE (CSPH) cut-off 25 kPa,None,,,Jachs 2023,19,3,13,16,0.59375,0.406449,0.763016,0.842105,0.604216,0.966174
6,LSM by VCTE (CSPH) cut-off 25 kPa,6,LSM by VCTE (CSPH) cut-off 25 kPa,None,,,Jindal 2022,258,30,222,116,0.5375,0.49174,0.582795,0.794521,0.719844,0.856862
6,LSM by VCTE (CSPH) cut-off 25 kPa,6,LSM by VCTE (CSPH) cut-off 25 kPa,None,,,Podrug 2022,27,4,13,32,0.675,0.508705,0.814271,0.888889,0.739389,0.968884
6,LSM by VCTE (CSPH) cut-off 25 kPa,6,LSM by VCTE (CSPH) cut-off 25 kPa,None,,,Taru 2023,14,0,11,37,0.56,0.349281,0.755977,1.0,0.90511,1.0
7,"LSM by VCTE (SPH) ""any cut-off""",7,"LSM by VCTE (SPH) ""any cut-off""",None,,,Chandan 2012,50,14,17,27,0.746269,0.625127,0.844715,0.658537,0.494052,0.799166
7,"LSM by VCTE (SPH) ""any cut-off""",7,"LSM by VCTE (SPH) ""any cut-off""",None,,,Colecchia 2012,30,1,24,45,0.555556,0.414,0.690803,0.978261,0.884728,0.99945
7,"LSM by VCTE (SPH) ""any cut-off""",7,"LSM by VCTE (SPH) ""any cut-off""",None,,,Hirooka 2022,22,9,9,41,0.709677,0.519639,0.857772,0.82,0.68563,0.914238
7,"LSM by VCTE (SPH) ""any cut-off""",7,"LSM by VCTE (SPH) ""any cut-off""",None,,,Hong 2013,26,8,5,20,0.83871,0.662728,0.945476,0.714286,0.513332,0.867763
7,"LSM by VCTE (SPH) ""any cut-off""",7,"LSM by VCTE (SPH) ""any cut-off""",None,,,Maruyama 2016,9,0,7,6,0.5625,0.298777,0.802466,1.0,0.540741,1.0
7,"LSM by VCTE (SPH) ""any cut-off""",7,"LSM by VCTE (SPH) ""any cut-off""",None,,,Tseng 2018,67,6,19,7,0.77907,0.676688,0.861434,0.538462,0.251345,0.807768
7,"LSM by VCTE (SPH) ""any cut-off""",7,"LSM by VCTE (SPH) ""any cut-off""",None,,,Vizzutti 2007,33,5,2,21,0.942857,0.808429,0.993003,0.807692,0.606494,0.934452
7,"LSM by VCTE (SPH) ""any cut-off""",7,"LSM by VCTE (SPH) ""any cut-off""",None,,,Zykus 2015,55,8,12,32,0.820896,0.708036,0.903881,0.8,0.643522,0.909478
8,LSM by VCTE (SPH) cut-off 16-18 kPa,8,LSM by VCTE (SPH) cut-off 16-18 kPa,None,,,Colecchia 2012,64,11,1,22,0.984615,0.917237,0.999611,0.666667,0.481732,0.820395
8,LSM by VCTE (SPH) cut-off 16-18 kPa,8,LSM by VCTE (SPH) cut-off 16-18 kPa,None,,,Tseng 2018,67,6,19,7,0.77907,0.676688,0.861434,0.538462,0.251345,0.807768
8,LSM by VCTE (SPH) cut-off 16-18 kPa,8,LSM by VCTE (SPH) cut-off 16-18 kPa,None,,,Vizzutti 2007,33,5,2,21,0.942857,0.808429,0.993003,0.807692,0.606494,0.934452
9,LSM by VCTE (SPH) cut-off 20-22 kPa,9,LSM by VCTE (SPH) cut-off 20-22 kPa,None,,,Chandan 2012,50,14,17,27,0.746269,0.625127,0.844715,0.658537,0.494052,0.799166
9,LSM by VCTE (SPH) cut-off 20-22 kPa,9,LSM by VCTE (SPH) cut-off 20-22 kPa,None,,,Colecchia 2012,47,9,7,37,0.87037,0.750988,0.946257,0.804348,0.660853,0.906424
9,LSM by VCTE (SPH) cut-off 20-22 kPa,9,LSM by VCTE (SPH) cut-off 20-22 kPa,None,,,Zykus 2015,55,8,12,32,0.820896,0.708036,0.903881,0.8,0.643522,0.909478
10,LSM by VCTE (SPH) cut-off 24-26 kPa,10,LSM by VCTE (SPH) cut-off 24-26 kPa,None,,,Colecchia 2012,30,1,24,45,0.555556,0.414,0.690803,0.978261,0.884728,0.99945
10,LSM by VCTE (SPH) cut-off 24-26 kPa,10,LSM by VCTE (SPH) cut-off 24-26 kPa,None,,,Hirooka 2022,22,9,9,41,0.709677,0.519639,0.857772,0.82,0.68563,0.914238
10,LSM by VCTE (SPH) cut-off 24-26 kPa,10,LSM by VCTE (SPH) cut-off 24-26 kPa,None,,,Hong 2013,26,8,5,20,0.83871,0.662728,0.945476,0.714286,0.513332,0.867763
11,"SSM by VCTE (CSPH) ""any cut-off""",11,"SSM by VCTE (CSPH) ""any cut-off""",None,,,Colecchia 2012,64,9,1,26,0.984615,0.917237,0.999611,0.742857,0.567441,0.875106
11,"SSM by VCTE (CSPH) ""any cut-off""",11,"SSM by VCTE (CSPH) ""any cut-off""",None,,,Grgurević 2016,7,0,4,9,0.636364,0.307905,0.890736,1.0,0.663733,1.0
11,"SSM by VCTE (CSPH) ""any cut-off""",11,"SSM by VCTE (CSPH) ""any cut-off""",None,,,Grgurević 2022,31,8,4,18,0.885714,0.732622,0.967969,0.692308,0.482103,0.85674
11,"SSM by VCTE (CSPH) ""any cut-off""",11,"SSM by VCTE (CSPH) ""any cut-off""",None,,,Odriozola 2023,20,2,9,43,0.689655,0.491677,0.847154,0.955556,0.848507,0.994572
11,"SSM by VCTE (CSPH) ""any cut-off""",11,"SSM by VCTE (CSPH) ""any cut-off""",None,,,Stefanescu 2013,13,4,1,19,0.928571,0.661316,0.998193,0.826087,0.612188,0.950492
11,"SSM by VCTE (CSPH) ""any cut-off""",11,"SSM by VCTE (CSPH) ""any cut-off""",None,,,Zykus 2015,59,5,17,18,0.776316,0.666195,0.863963,0.782609,0.562969,0.925397
12,SSM by VCTE (CSPH) cut-off 40-44 kPa,12,SSM by VCTE (CSPH) cut-off 40-44 kPa,None,,,Colecchia 2012,64,9,1,26,0.984615,0.917237,0.999611,0.742857,0.567441,0.875106
12,SSM by VCTE (CSPH) cut-off 40-44 kPa,12,SSM by VCTE (CSPH) cut-off 40-44 kPa,None,,,Grgurević 2016,7,0,4,9,0.636364,0.307905,0.890736,1.0,0.663733,1.0
12,SSM by VCTE (CSPH) cut-off 40-44 kPa,12,SSM by VCTE (CSPH) cut-off 40-44 kPa,None,,,Grgurević 2022,31,8,4,18,0.885714,0.732622,0.967969,0.692308,0.482103,0.85674
12,SSM by VCTE (CSPH) cut-off 40-44 kPa,12,SSM by VCTE (CSPH) cut-off 40-44 kPa,None,,,Stefanescu 2013,13,4,1,19,0.928571,0.661316,0.998193,0.826087,0.612188,0.950492
13,SSM by VCTE (CSPH) cut-off 46-50 kPa,13,SSM by VCTE (CSPH) cut-off 46-50 kPa,None,,,Colecchia 2012,57,3,8,32,0.876923,0.771814,0.945336,0.914286,0.769425,0.981962
13,SSM by VCTE (CSPH) cut-off 46-50 kPa,13,SSM by VCTE (CSPH) cut-off 46-50 kPa,None,,,Grgurević 2022,18,2,17,24,0.514286,0.339891,0.686172,0.923077,0.748697,0.990545
13,SSM by VCTE (CSPH) cut-off 46-50 kPa,13,SSM by VCTE (CSPH) cut-off 46-50 kPa,None,,,Odriozola 2023,20,2,9,43,0.689655,0.491677,0.847154,0.955556,0.848507,0.994572
13,SSM by VCTE (CSPH) cut-off 46-50 kPa,13,SSM by VCTE (CSPH) cut-off 46-50 kPa,None,,,Zykus 2015,59,5,17,18,0.776316,0.666195,0.863963,0.782609,0.562969,0.925397
14,"SSM by VCTE (SPH) ""any cut-off""",14,"SSM by VCTE (SPH) ""any cut-off""",None,,,Colecchia 2012,51,8,3,38,0.944444,0.846115,0.988394,0.826087,0.685809,0.921796
14,"SSM by VCTE (SPH) ""any cut-off""",14,"SSM by VCTE (SPH) ""any cut-off""",None,,,Hirooka 2022,26,9,5,41,0.83871,0.662728,0.945476,0.82,0.68563,0.914238
14,"SSM by VCTE (SPH) ""any cut-off""",14,"SSM by VCTE (SPH) ""any cut-off""",None,,,Tseng 2018,65,0,21,13,0.755814,0.651274,0.84205,1.0,0.752947,1.0
14,"SSM by VCTE (SPH) ""any cut-off""",14,"SSM by VCTE (SPH) ""any cut-off""",None,,,Zykus 2015,51,8,14,26,0.784615,0.665113,0.876947,0.764706,0.588292,0.892538
15,SSM by VCTE (SPH) cut-off 47-51 kPa,15,SSM by VCTE (SPH) cut-off 47-51 kPa,None,,,Colecchia 2012,51,8,3,38,0.944444,0.846115,0.988394,0.826087,0.685809,0.921796
15,SSM by VCTE (SPH) cut-off 47-51 kPa,15,SSM by VCTE (SPH) cut-off 47-51 kPa,None,,,Hirooka 2022,26,9,5,41,0.83871,0.662728,0.945476,0.82,0.68563,0.914238
15,SSM by VCTE (SPH) cut-off 47-51 kPa,15,SSM by VCTE (SPH) cut-off 47-51 kPa,None,,,Tseng 2018,65,0,21,13,0.755814,0.651274,0.84205,1.0,0.752947,1.0
15,SSM by VCTE (SPH) cut-off 47-51 kPa,15,SSM by VCTE (SPH) cut-off 47-51 kPa,None,,,Zykus 2015,51,8,14,26,0.784615,0.665113,0.876947,0.764706,0.588292,0.892538
16,"LSM by pSWE (CSPH) ""any cut-off""",16,"LSM by pSWE (CSPH) ""any cut-off""",None,,,Attia 2015,68,1,2,7,0.971429,0.900571,0.996521,0.875,0.47349,0.99684
16,"LSM by pSWE (CSPH) ""any cut-off""",16,"LSM by pSWE (CSPH) ""any cut-off""",None,,,Salzl 2014,30,2,12,15,0.714286,0.554161,0.842809,0.882353,0.635591,0.985421
16,"LSM by pSWE (CSPH) ""any cut-off""",16,"LSM by pSWE (CSPH) ""any cut-off""",None,,,Schonemier 2013,21,3,5,16,0.807692,0.606494,0.934452,0.842105,0.604216,0.966174
16,"LSM by pSWE (CSPH) ""any cut-off""",16,"LSM by pSWE (CSPH) ""any cut-off""",None,,,Zocco 2022,22,4,2,18,0.916667,0.730027,0.989744,0.818182,0.597154,0.948133
17,"LSM by pSWE (SPH) ""any cut-off""",18,"LSM by pSWE (SPH) ""any cut-off""",None,,,Attia 2015,58,4,4,12,0.935484,0.842972,0.982144,0.75,0.476229,0.927338
17,"LSM by pSWE (SPH) ""any cut-off""",18,"LSM by pSWE (SPH) ""any cut-off""",None,,,Zocco 2022,17,4,4,21,0.809524,0.580934,0.945537,0.84,0.639171,0.954621
18,"SSM by pSWE (CSPH) ""any cut-off""",19,"SSM by pSWE (CSPH) ""any cut-off""",None,,,Attia 2015,67,1,3,7,0.957143,0.879822,0.991073,0.875,0.47349,0.99684
18,"SSM by pSWE (CSPH) ""any cut-off""",19,"SSM by pSWE (CSPH) ""any cut-off""",None,,,Borghi 2012,20,1,8,11,0.714286,0.513332,0.867763,0.916667,0.615204,0.997893
18,"SSM by pSWE (CSPH) ""any cut-off""",19,"SSM by pSWE (CSPH) ""any cut-off""",None,,,Roselli 2017,25,7,1,37,0.961538,0.803631,0.999027,0.840909,0.699347,0.933556
18,"SSM by pSWE (CSPH) ""any cut-off""",19,"SSM by pSWE (CSPH) ""any cut-off""",None,,,Takuma 2016,33,11,1,15,0.970588,0.846733,0.999255,0.576923,0.369181,0.766478
19,"SSM by pSWE (SPH) ""any cut-off""",21,"SSM by pSWE (SPH) ""any cut-off""",None,,,Attia 2015,58,2,4,14,0.935484,0.842972,0.982144,0.875,0.616524,0.984486
19,"SSM by pSWE (SPH) ""any cut-off""",21,"SSM by pSWE (SPH) ""any cut-off""",None,,,Takuma 2016,33,10,1,16,0.970588,0.846733,0.999255,0.615385,0.405707,0.79774
20,"LSM by 2D-SWE (CSPH) ""any cut-off""",22,"LSM by 2D-SWE (CSPH) ""any cut-off""",None,,,Corina 2018,47,2,10,22,0.824561,0.700942,0.912527,0.916667,0.730027,0.989744
20,"LSM by 2D-SWE (CSPH) ""any cut-off""",22,"LSM by 2D-SWE (CSPH) ""any cut-off""",None,,,Grgurević 2016,10,1,1,8,0.909091,0.58722,0.997701,0.888889,0.517503,0.997191
20,"LSM by 2D-SWE (CSPH) ""any cut-off""",22,"LSM by 2D-SWE (CSPH) ""any cut-off""",None,,,Grgurević 2022,31,2,8,33,0.794872,0.635356,0.907036,0.942857,0.808429,0.993003
20,"LSM by 2D-SWE (CSPH) ""any cut-off""",22,"LSM by 2D-SWE (CSPH) ""any cut-off""",None,,,Jansen 2017,71,10,33,41,0.682692,0.584156,0.770511,0.803922,0.668843,0.901756
20,"LSM by 2D-SWE (CSPH) ""any cut-off""",22,"LSM by 2D-SWE (CSPH) ""any cut-off""",None,,,Kim 2015,66,3,11,12,0.857143,0.758749,0.92647,0.8,0.519109,0.956688
